Description: CO2 (13K)
      freq [cm-1]    absorbance      imag pt (k)       real pt (n)
       1318.1280    0.0042100000    0.0064010000       1.2274620
       1318.3690    0.0043300000    0.0065790000       1.2275370
       1318.6100    0.0044200000    0.0067150000       1.2274080
       1318.8510    0.0043800000    0.0066540000       1.2272440
       1319.0920    0.0042700000    0.0064850000       1.2272260
       1319.3330    0.0042100000    0.0063910000       1.2273590
       1319.5740    0.0042500000    0.0064550000       1.2275000
       1319.8150    0.0043500000    0.0066050000       1.2274930
       1320.0560    0.0043700000    0.0066330000       1.2273530
       1320.2970    0.0042900000    0.0065080000       1.2272650
       1320.5390    0.0042000000    0.0063710000       1.2274000
       1320.7800    0.0042200000    0.0064010000       1.2275610
       1321.0210    0.0043200000    0.0065520000       1.2276160
       1321.2620    0.0044100000    0.0066900000       1.2275310
       1321.5030    0.0044000000    0.0066720000       1.2273470
       1321.7440    0.0042900000    0.0065020000       1.2272990
       1321.9850    0.0042100000    0.0063830000       1.2274050
       1322.2260    0.0042300000    0.0064100000       1.2275690
       1322.4670    0.0043300000    0.0065610000       1.2276090
       1322.7080    0.0044000000    0.0066620000       1.2275040
       1322.9490    0.0043600000    0.0066020000       1.2273460
       1323.1900    0.0042400000    0.0064180000       1.2273540
       1323.4310    0.0041900000    0.0063450000       1.2275070
       1323.6720    0.0042500000    0.0064300000       1.2276600
       1323.9130    0.0043700000    0.0066140000       1.2276420
       1324.1540    0.0044000000    0.0066560000       1.2274690
       1324.3960    0.0043300000    0.0065530000       1.2274070
       1324.6370    0.0042300000    0.0063950000       1.2274360
       1324.8780    0.0042200000    0.0063820000       1.2276040
       1325.1190    0.0043100000    0.0065180000       1.2276670
       1325.3600    0.0043800000    0.0066190000       1.2275750
       1325.6010    0.0043500000    0.0065760000       1.2274460
       1325.8420    0.0042500000    0.0064240000       1.2274180
       1326.0830    0.0041800000    0.0063150000       1.2275590
       1326.3240    0.0042300000    0.0063910000       1.2277200
       1326.5650    0.0043400000    0.0065570000       1.2277350
       1326.8060    0.0044000000    0.0066440000       1.2275900
       1327.0470    0.0043300000    0.0065380000       1.2274560
       1327.2880    0.0042200000    0.0063690000       1.2274910
       1327.5290    0.0041800000    0.0063080000       1.2276650
       1327.7700    0.0042600000    0.0064280000       1.2278020
       1328.0110    0.0043700000    0.0065900000       1.2277630
       1328.2530    0.0044100000    0.0066510000       1.2276610
       1328.4940    0.0043400000    0.0065460000       1.2275430
       1328.7350    0.0042600000    0.0064250000       1.2275900
       1328.9760    0.0042500000    0.0064060000       1.2277270
       1329.2170    0.0043400000    0.0065420000       1.2277980
       1329.4580    0.0044100000    0.0066470000       1.2277010
       1329.6990    0.0043900000    0.0066160000       1.2275670
       1329.9400    0.0042900000    0.0064630000       1.2275250
       1330.1810    0.0042200000    0.0063540000       1.2276560
       1330.4220    0.0042600000    0.0064140000       1.2278130
       1330.6630    0.0043700000    0.0065800000       1.2278410
       1330.9040    0.0044300000    0.0066710000       1.2277110
       1331.1450    0.0043900000    0.0066050000       1.2275870
       1331.3860    0.0043000000    0.0064740000       1.2275890
       1331.6270    0.0042700000    0.0064240000       1.2277040
       1331.8680    0.0043300000    0.0065130000       1.2277970
       1332.1090    0.0044200000    0.0066460000       1.2277270
       1332.3510    0.0044200000    0.0066470000       1.2276080
       1332.5920    0.0043200000    0.0064960000       1.2275050
       1332.8330    0.0042100000    0.0063290000       1.2275890
       1333.0740    0.0042000000    0.0063130000       1.2277740
       1333.3150    0.0042900000    0.0064460000       1.2278710
       1333.5560    0.0043800000    0.0065800000       1.2278100
       1333.7970    0.0043700000    0.0065640000       1.2276680
       1334.0380    0.0042800000    0.0064280000       1.2276490
       1334.2790    0.0042300000    0.0063500000       1.2277600
       1334.5200    0.0042700000    0.0064100000       1.2279010
       1334.7610    0.0043800000    0.0065740000       1.2279080
       1335.0020    0.0044300000    0.0066480000       1.2277720
       1335.2430    0.0043800000    0.0065710000       1.2276430
       1335.4840    0.0042800000    0.0064210000       1.2276500
       1335.7250    0.0042400000    0.0063580000       1.2277610
       1335.9670    0.0042900000    0.0064340000       1.2279160
       1336.2080    0.0043800000    0.0065650000       1.2278720
       1336.4490    0.0043900000    0.0065810000       1.2277430
       1336.6900    0.0043100000    0.0064620000       1.2276620
       1336.9310    0.0042100000    0.0063090000       1.2277480
       1337.1720    0.0042200000    0.0063230000       1.2279340
       1337.4130    0.0043200000    0.0064710000       1.2280070
       1337.6540    0.0044100000    0.0066070000       1.2279310
       1337.8950    0.0044000000    0.0065910000       1.2277760
       1338.1360    0.0043100000    0.0064510000       1.2277440
       1338.3770    0.0042500000    0.0063640000       1.2278430
       1338.6180    0.0042800000    0.0064050000       1.2279760
       1338.8590    0.0043700000    0.0065410000       1.2279960
       1339.1000    0.0044200000    0.0066130000       1.2278950
       1339.3410    0.0043800000    0.0065520000       1.2277810
       1339.5820    0.0042900000    0.0064150000       1.2278050
       1339.8230    0.0042700000    0.0063880000       1.2279220
       1340.0650    0.0043400000    0.0064870000       1.2280530
       1340.3060    0.0044300000    0.0066230000       1.2279910
       1340.5470    0.0044400000    0.0066350000       1.2278440
       1340.7880    0.0043600000    0.0065170000       1.2277710
       1341.0290    0.0042800000    0.0063940000       1.2278280
       1341.2700    0.0042700000    0.0063790000       1.2279640
       1341.5110    0.0043400000    0.0064820000       1.2280320
       1341.7520    0.0044000000    0.0065680000       1.2279760
       1341.9930    0.0043800000    0.0065390000       1.2278860
       1342.2340    0.0043100000    0.0064330000       1.2278950
       1342.4750    0.0042800000    0.0063910000       1.2280150
       1342.7160    0.0043500000    0.0064890000       1.2281420
       1342.9570    0.0044800000    0.0066820000       1.2281150
       1343.1980    0.0045300000    0.0067570000       1.2279190
       1343.4390    0.0044400000    0.0066230000       1.2277380
       1343.6810    0.0043000000    0.0064110000       1.2278190
       1343.9220    0.0042600000    0.0063520000       1.2280120
       1344.1630    0.0043700000    0.0065130000       1.2281560
       1344.4040    0.0045100000    0.0067230000       1.2280740
       1344.6450    0.0045300000    0.0067500000       1.2278380
       1344.8860    0.0044000000    0.0065550000       1.2276920
       1345.1270    0.0042500000    0.0063280000       1.2277760
       1345.3680    0.0042200000    0.0062820000       1.2279970
       1345.6090    0.0043100000    0.0064190000       1.2281210
       1345.8500    0.0044000000    0.0065520000       1.2280750
       1346.0910    0.0044000000    0.0065490000       1.2279570
       1346.3320    0.0043200000    0.0064310000       1.2279440
       1346.5730    0.0042900000    0.0063810000       1.2280640
       1346.8140    0.0043500000    0.0064700000       1.2281730
       1347.0550    0.0044500000    0.0066190000       1.2281510
       1347.2960    0.0044900000    0.0066780000       1.2280100
       1347.5370    0.0044300000    0.0065850000       1.2278710
       1347.7790    0.0043300000    0.0064350000       1.2279380
       1348.0200    0.0043000000    0.0063920000       1.2280540
       1348.2610    0.0043600000    0.0064770000       1.2281410
       1348.5020    0.0044300000    0.0065820000       1.2281040
       1348.7430    0.0044300000    0.0065800000       1.2279890
       1348.9840    0.0043500000    0.0064600000       1.2279540
       1349.2250    0.0042900000    0.0063710000       1.2280550
       1349.4660    0.0043200000    0.0064150000       1.2281920
       1349.7070    0.0044200000    0.0065620000       1.2282260
       1349.9480    0.0044900000    0.0066640000       1.2281080
       1350.1890    0.0044500000    0.0066020000       1.2279610
       1350.4300    0.0043400000    0.0064410000       1.2279440
       1350.6710    0.0042700000    0.0063330000       1.2280710
       1350.9120    0.0043100000    0.0063900000       1.2282400
       1351.1530    0.0044200000    0.0065520000       1.2282430
       1351.3950    0.0044700000    0.0066290000       1.2281860
       1351.6350    0.0044200000    0.0065540000       1.2279950
       1351.8770    0.0043200000    0.0064060000       1.2280880
       1352.1180    0.0043000000    0.0063690000       1.2282300
       1352.3590    0.0043800000    0.0064920000       1.2283570
       1352.6000    0.0045000000    0.0066670000       1.2283120
       1352.8410    0.0045300000    0.0067090000       1.2281540
       1353.0820    0.0044600000    0.0066070000       1.2280480
       1353.3230    0.0043700000    0.0064690000       1.2280950
       1353.5640    0.0043700000    0.0064660000       1.2282300
       1353.8050    0.0044400000    0.0065710000       1.2282800
       1354.0460    0.0045000000    0.0066590000       1.2282090
       1354.2870    0.0044700000    0.0066110000       1.2281010
       1354.5280    0.0043900000    0.0064940000       1.2281160
       1354.7690    0.0043600000    0.0064480000       1.2282310
       1355.0100    0.0044200000    0.0065370000       1.2283450
       1355.2510    0.0045200000    0.0066840000       1.2283040
       1355.4930    0.0045600000    0.0067410000       1.2282150
       1355.7340    0.0045000000    0.0066530000       1.2280820
       1355.9750    0.0044100000    0.0065170000       1.2281080
       1356.2160    0.0043800000    0.0064720000       1.2282340
       1356.4570    0.0044500000    0.0065720000       1.2283340
       1356.6980    0.0045300000    0.0066910000       1.2282800
       1356.9390    0.0045400000    0.0067010000       1.2281680
       1357.1800    0.0044700000    0.0065990000       1.2280940
       1357.4210    0.0043900000    0.0064820000       1.2281750
       1357.6620    0.0044100000    0.0065100000       1.2283050
       1357.9030    0.0044900000    0.0066270000       1.2283510
       1358.1440    0.0045600000    0.0067290000       1.2282620
       1358.3850    0.0045300000    0.0066800000       1.2281410
       1358.6260    0.0044500000    0.0065630000       1.2281390
       1358.8670    0.0044100000    0.0065010000       1.2282310
       1359.1090    0.0044700000    0.0065880000       1.2284000
       1359.3490    0.0045600000    0.0067240000       1.2282900
       1359.5910    0.0045900000    0.0067650000       1.2282090
       1359.8320    0.0045100000    0.0066470000       1.2280820
       1360.0730    0.0044100000    0.0064950000       1.2281400
       1360.3140    0.0043900000    0.0064660000       1.2283020
       1360.5550    0.0044800000    0.0066000000       1.2284020
       1360.7960    0.0045700000    0.0067300000       1.2283340
       1361.0370    0.0045800000    0.0067420000       1.2282070
       1361.2780    0.0045100000    0.0066380000       1.2281270
       1361.5190    0.0044300000    0.0065170000       1.2281900
       1361.7600    0.0044300000    0.0065210000       1.2283220
       1362.0010    0.0045100000    0.0066340000       1.2283790
       1362.2420    0.0045800000    0.0067370000       1.2283040
       1362.4830    0.0045600000    0.0067070000       1.2281740
       1362.7240    0.0044700000    0.0065740000       1.2281520
       1362.9650    0.0044200000    0.0064960000       1.2282410
       1363.2070    0.0044500000    0.0065410000       1.2284060
       1363.4480    0.0045400000    0.0066700000       1.2284160
       1363.6890    0.0045900000    0.0067450000       1.2283190
       1363.9300    0.0045600000    0.0066980000       1.2282240
       1364.1710    0.0044900000    0.0065970000       1.2282310
       1364.4120    0.0044800000    0.0065780000       1.2283390
       1364.6530    0.0045500000    0.0066820000       1.2283850
       1364.8940    0.0046100000    0.0067660000       1.2283120
       1365.1350    0.0046000000    0.0067510000       1.2281880
       1365.3760    0.0045100000    0.0066180000       1.2281380
       1365.6170    0.0044400000    0.0065170000       1.2282270
       1365.8580    0.0044500000    0.0065290000       1.2283510
       1366.0990    0.0045300000    0.0066450000       1.2284020
       1366.3400    0.0045900000    0.0067320000       1.2283170
       1366.5810    0.0045600000    0.0066860000       1.2281940
       1366.8230    0.0044800000    0.0065690000       1.2282500
       1367.0630    0.0044400000    0.0065080000       1.2282770
       1367.3050    0.0044800000    0.0065640000       1.2284480
       1367.5460    0.0045700000    0.0066960000       1.2284370
       1367.7870    0.0046100000    0.0067510000       1.2283230
       1368.0280    0.0045600000    0.0066810000       1.2282370
       1368.2690    0.0044900000    0.0065740000       1.2282520
       1368.5100    0.0044700000    0.0065430000       1.2283710
       1368.7510    0.0045400000    0.0066480000       1.2284320
       1368.9920    0.0046000000    0.0067320000       1.2283670
       1369.2330    0.0045900000    0.0067180000       1.2282590
       1369.4740    0.0045100000    0.0066000000       1.2282200
       1369.7150    0.0044500000    0.0065080000       1.2283120
       1369.9560    0.0044700000    0.0065390000       1.2284400
       1370.1970    0.0045600000    0.0066690000       1.2284760
       1370.4380    0.0046200000    0.0067550000       1.2283790
       1370.6790    0.0045900000    0.0067100000       1.2282480
       1370.9210    0.0045100000    0.0065890000       1.2282810
       1371.1620    0.0044700000    0.0065300000       1.2283670
       1371.4030    0.0045100000    0.0065900000       1.2284560
       1371.6440    0.0045800000    0.0066870000       1.2284460
       1371.8850    0.0046000000    0.0067200000       1.2283530
       1372.1260    0.0045500000    0.0066440000       1.2282900
       1372.3670    0.0044900000    0.0065560000       1.2283270
       1372.6080    0.0044800000    0.0065370000       1.2284270
       1372.8490    0.0045400000    0.0066260000       1.2284970
       1373.0900    0.0046100000    0.0067260000       1.2284400
       1373.3310    0.0046000000    0.0067110000       1.2283240
       1373.5720    0.0045200000    0.0065940000       1.2282920
       1373.8130    0.0044700000    0.0065170000       1.2283810
       1374.0540    0.0044900000    0.0065510000       1.2284840
       1374.2950    0.0045600000    0.0066500000       1.2285030
       1374.5360    0.0046000000    0.0067060000       1.2284270
       1374.7770    0.0045700000    0.0066620000       1.2283270
       1375.0190    0.0045000000    0.0065570000       1.2283720
       1375.2600    0.0044700000    0.0065130000       1.2284540
       1375.5010    0.0045100000    0.0065690000       1.2285300
       1375.7420    0.0045700000    0.0066580000       1.2285160
       1375.9830    0.0045800000    0.0066680000       1.2284190
       1376.2240    0.0045100000    0.0065660000       1.2283830
       1376.4650    0.0044500000    0.0064770000       1.2284610
       1376.7060    0.0044600000    0.0064930000       1.2285980
       1376.9470    0.0045500000    0.0066230000       1.2286500
       1377.1880    0.0046200000    0.0067220000       1.2285690
       1377.4290    0.0046000000    0.0066920000       1.2284430
       1377.6700    0.0045100000    0.0065570000       1.2284220
       1377.9110    0.0044500000    0.0064730000       1.2285230
       1378.1520    0.0044700000    0.0065000000       1.2286510
       1378.3930    0.0045500000    0.0066140000       1.2286730
       1378.6350    0.0045900000    0.0066720000       1.2286460
       1378.8760    0.0045600000    0.0066250000       1.2285630
       1379.1170    0.0044900000    0.0065230000       1.2285930
       1379.3580    0.0044700000    0.0064930000       1.2287190
       1379.5990    0.0045300000    0.0065800000       1.2288250
       1379.8400    0.0046200000    0.0067070000       1.2288150
       1380.0810    0.0046400000    0.0067390000       1.2287180
       1380.3220    0.0045900000    0.0066610000       1.2286730
       1380.5630    0.0045300000    0.0065750000       1.2287360
       1380.8040    0.0045300000    0.0065720000       1.2288680
       1381.0450    0.0046000000    0.0066730000       1.2289580
       1381.2860    0.0046700000    0.0067770000       1.2289410
       1381.5270    0.0046800000    0.0067880000       1.2288750
       1381.7680    0.0046200000    0.0067000000       1.2288810
       1382.0090    0.0045800000    0.0066380000       1.2290320
       1382.2500    0.0046400000    0.0067250000       1.2292310
       1382.4910    0.0047800000    0.0069280000       1.2293310
       1382.7330    0.0049200000    0.0071320000       1.2293590
       1382.9740    0.0049900000    0.0072300000       1.2293030
       1383.2150    0.0050600000    0.0073330000       1.2293480
       1383.4560    0.0052000000    0.0075350000       1.2294140
       1383.6970    0.0054300000    0.0078680000       1.2293850
       1383.9380    0.0056600000    0.0081970000       1.2291480
       1384.1790    0.0057900000    0.0083870000       1.2287730
       1384.4200    0.0057900000    0.0083800000       1.2283770
       1384.6610    0.0057100000    0.0082640000       1.2281000
       1384.9020    0.0056400000    0.0081620000       1.2278860
       1385.1430    0.0055700000    0.0080570000       1.2276610
       1385.3840    0.0054400000    0.0078710000       1.2274010
       1385.6250    0.0052200000    0.0075480000       1.2272250
       1385.8660    0.0049700000    0.0071880000       1.2272120
       1386.1070    0.0047700000    0.0068920000       1.2273560
       1386.3490    0.0047000000    0.0067920000       1.2276250
       1386.5900    0.0047100000    0.0068070000       1.2277240
       1386.8310    0.0047100000    0.0068060000       1.2277440
       1387.0720    0.0046600000    0.0067300000       1.2277440
       1387.3130    0.0045900000    0.0066270000       1.2278240
       1387.5540    0.0045700000    0.0065980000       1.2279660
       1387.7950    0.0046300000    0.0066840000       1.2280690
       1388.0360    0.0047000000    0.0067860000       1.2280300
       1388.2770    0.0046900000    0.0067690000       1.2279220
       1388.5180    0.0046000000    0.0066380000       1.2278730
       1388.7590    0.0045000000    0.0064940000       1.2279630
       1389.0000    0.0044900000    0.0064770000       1.2281290
       1389.2410    0.0045600000    0.0065740000       1.2282250
       1389.4820    0.0046300000    0.0066770000       1.2281990
       1389.7230    0.0046300000    0.0066760000       1.2281090
       1389.9640    0.0045700000    0.0065870000       1.2280840
       1390.2050    0.0045200000    0.0065130000       1.2281430
       1390.4470    0.0045400000    0.0065410000       1.2282870
       1390.6880    0.0046000000    0.0066260000       1.2282900
       1390.9290    0.0046300000    0.0066710000       1.2282250
       1391.1700    0.0045900000    0.0066100000       1.2281530
       1391.4110    0.0045200000    0.0065090000       1.2281840
       1391.6520    0.0044900000    0.0064640000       1.2282890
       1391.8930    0.0045400000    0.0065350000       1.2283990
       1392.1340    0.0046200000    0.0066490000       1.2283750
       1392.3750    0.0046300000    0.0066630000       1.2282880
       1392.6160    0.0045800000    0.0065880000       1.2282340
       1392.8570    0.0045100000    0.0064880000       1.2282970
       1393.0980    0.0045200000    0.0065000000       1.2284190
       1393.3390    0.0045900000    0.0065990000       1.2284830
       1393.5800    0.0046700000    0.0067150000       1.2284290
       1393.8210    0.0046600000    0.0067010000       1.2282970
       1394.0630    0.0046000000    0.0066140000       1.2283180
       1394.3040    0.0045600000    0.0065550000       1.2283580
       1394.5450    0.0045800000    0.0065800000       1.2284420
       1394.7860    0.0046400000    0.0066660000       1.2284550
       1395.0270    0.0046800000    0.0067210000       1.2283850
       1395.2680    0.0046500000    0.0066790000       1.2282990
       1395.5090    0.0045800000    0.0065770000       1.2283000
       1395.7500    0.0045500000    0.0065310000       1.2283990
       1395.9910    0.0046000000    0.0066040000       1.2284820
       1396.2320    0.0046700000    0.0067030000       1.2284530
       1396.4730    0.0046900000    0.0067280000       1.2283580
       1396.7140    0.0046400000    0.0066590000       1.2282880
       1396.9550    0.0045800000    0.0065700000       1.2283120
       1397.1960    0.0045700000    0.0065530000       1.2283880
       1397.4370    0.0046100000    0.0066100000       1.2284250
       1397.6780    0.0046500000    0.0066660000       1.2283690
       1397.9190    0.0046100000    0.0066080000       1.2282640
       1398.1610    0.0045300000    0.0064930000       1.2283260
       1398.4020    0.0044900000    0.0064330000       1.2284080
       1398.6430    0.0045200000    0.0064740000       1.2285330
       1398.8840    0.0046100000    0.0066040000       1.2285540
       1399.1250    0.0046600000    0.0066740000       1.2284620
       1399.3660    0.0046300000    0.0066270000       1.2283540
       1399.6070    0.0045400000    0.0064990000       1.2283530
       1399.8480    0.0045000000    0.0064430000       1.2284620
       1400.0890    0.0045400000    0.0064980000       1.2285590
       1400.3300    0.0046100000    0.0065970000       1.2285560
       1400.5710    0.0046300000    0.0066230000       1.2284800
       1400.8120    0.0045900000    0.0065640000       1.2284270
       1401.0530    0.0045300000    0.0064780000       1.2284740
       1401.2940    0.0045400000    0.0064930000       1.2285810
       1401.5350    0.0046100000    0.0065910000       1.2286180
       1401.7760    0.0046700000    0.0066750000       1.2285330
       1402.0180    0.0046500000    0.0066450000       1.2284680
       1402.2590    0.0045700000    0.0065300000       1.2284290
       1402.5000    0.0045100000    0.0064440000       1.2285320
       1402.7410    0.0045500000    0.0065010000       1.2286590
       1402.9820    0.0046400000    0.0066270000       1.2286760
       1403.2230    0.0047000000    0.0067110000       1.2285870
       1403.4640    0.0046700000    0.0066680000       1.2284700
       1403.7050    0.0045900000    0.0065510000       1.2284700
       1403.9460    0.0045600000    0.0065090000       1.2285700
       1404.1870    0.0046100000    0.0065790000       1.2286460
       1404.4280    0.0046800000    0.0066770000       1.2286160
       1404.6690    0.0046900000    0.0066900000       1.2285120
       1404.9100    0.0046300000    0.0066040000       1.2284590
       1405.1510    0.0045700000    0.0065190000       1.2284960
       1405.3920    0.0045600000    0.0065000000       1.2285960
       1405.6330    0.0046200000    0.0065860000       1.2286370
       1405.8750    0.0046700000    0.0066590000       1.2286320
       1406.1160    0.0046700000    0.0066570000       1.2285320
       1406.3570    0.0046100000    0.0065650000       1.2284930
       1406.5980    0.0045600000    0.0064970000       1.2285650
       1406.8390    0.0045800000    0.0065210000       1.2286470
       1407.0800    0.0046300000    0.0065950000       1.2286690
       1407.3210    0.0046600000    0.0066360000       1.2286120
       1407.5620    0.0046300000    0.0065920000       1.2285620
       1407.8030    0.0045800000    0.0065180000       1.2285950
       1408.0440    0.0045800000    0.0065170000       1.2286910
       1408.2850    0.0046400000    0.0066040000       1.2287510
       1408.5260    0.0047200000    0.0067130000       1.2287090
       1408.7670    0.0047300000    0.0067280000       1.2285960
       1409.0080    0.0046800000    0.0066540000       1.2285340
       1409.2490    0.0046200000    0.0065690000       1.2285580
       1409.4900    0.0046100000    0.0065560000       1.2286250
       1409.7320    0.0046600000    0.0066210000       1.2287100
       1409.9730    0.0047100000    0.0066920000       1.2286470
       1410.2140    0.0046900000    0.0066640000       1.2285520
       1410.4550    0.0046200000    0.0065630000       1.2285480
       1410.6960    0.0045900000    0.0065170000       1.2286310
       1410.9370    0.0046200000    0.0065600000       1.2287080
       1411.1780    0.0046800000    0.0066440000       1.2287180
       1411.4190    0.0047200000    0.0067020000       1.2286410
       1411.6600    0.0046800000    0.0066420000       1.2285560
       1411.9010    0.0046200000    0.0065570000       1.2285770
       1412.1420    0.0046000000    0.0065250000       1.2286440
       1412.3830    0.0046300000    0.0065710000       1.2287050
       1412.6240    0.0046700000    0.0066240000       1.2286760
       1412.8650    0.0046600000    0.0066100000       1.2286320
       1413.1060    0.0046200000    0.0065490000       1.2286230
       1413.3470    0.0045900000    0.0065060000       1.2286840
       1413.5890    0.0046200000    0.0065510000       1.2288050
       1413.8300    0.0046900000    0.0066460000       1.2288160
       1414.0710    0.0047500000    0.0067300000       1.2287380
       1414.3120    0.0047300000    0.0066990000       1.2286410
       1414.5530    0.0046700000    0.0066160000       1.2286210
       1414.7940    0.0046300000    0.0065590000       1.2286920
       1415.0350    0.0046700000    0.0066130000       1.2287710
       1415.2760    0.0047400000    0.0067100000       1.2287510
       1415.5170    0.0047600000    0.0067380000       1.2286460
       1415.7580    0.0047000000    0.0066520000       1.2285690
       1415.9990    0.0046200000    0.0065380000       1.2286040
       1416.2400    0.0046000000    0.0065090000       1.2287280
       1416.4810    0.0046700000    0.0066070000       1.2288090
       1416.7220    0.0047500000    0.0067180000       1.2287610
       1416.9630    0.0047600000    0.0067300000       1.2286420
       1417.2040    0.0046900000    0.0066300000       1.2285600
       1417.4460    0.0046200000    0.0065330000       1.2286530
       1417.6870    0.0046100000    0.0065170000       1.2287300
       1417.9280    0.0046500000    0.0065730000       1.2287920
       1418.1690    0.0047000000    0.0066420000       1.2287760
       1418.4100    0.0047000000    0.0066390000       1.2287250
       1418.6510    0.0046700000    0.0065970000       1.2287340
       1418.8920    0.0046700000    0.0065950000       1.2287890
       1419.1330    0.0047200000    0.0066650000       1.2288370
       1419.3740    0.0047900000    0.0067650000       1.2287800
       1419.6150    0.0047900000    0.0067590000       1.2286570
       1419.8560    0.0047200000    0.0066590000       1.2285970
       1420.0970    0.0046400000    0.0065490000       1.2286370
       1420.3380    0.0046200000    0.0065170000       1.2287600
       1420.5790    0.0046900000    0.0066140000       1.2288440
       1420.8200    0.0047600000    0.0067140000       1.2287990
       1421.0610    0.0047700000    0.0067280000       1.2287090
       1421.3020    0.0047200000    0.0066540000       1.2286340
       1421.5440    0.0046600000    0.0065680000       1.2287340
       1421.7850    0.0046800000    0.0065970000       1.2288220
       1422.0260    0.0047600000    0.0067070000       1.2288390
       1422.2670    0.0048100000    0.0067750000       1.2287520
       1422.5080    0.0047900000    0.0067470000       1.2286500
       1422.7490    0.0047200000    0.0066460000       1.2286160
       1422.9900    0.0046700000    0.0065770000       1.2286830
       1423.2310    0.0046900000    0.0066020000       1.2287590
       1423.4720    0.0047400000    0.0066740000       1.2287640
       1423.7130    0.0047600000    0.0067000000       1.2286990
       1423.9540    0.0047300000    0.0066560000       1.2286440
       1424.1950    0.0046700000    0.0065710000       1.2286510
       1424.4360    0.0046500000    0.0065400000       1.2287420
       1424.6770    0.0047000000    0.0066110000       1.2287980
       1424.9180    0.0047500000    0.0066810000       1.2287450
       1425.1600    0.0047500000    0.0066780000       1.2287110
       1425.4010    0.0047000000    0.0066060000       1.2286610
       1425.6420    0.0046500000    0.0065370000       1.2287080
       1425.8830    0.0046600000    0.0065500000       1.2287910
       1426.1240    0.0047100000    0.0066190000       1.2288130
       1426.3650    0.0047500000    0.0066710000       1.2287680
       1426.6060    0.0047300000    0.0066410000       1.2286930
       1426.8470    0.0046700000    0.0065600000       1.2287050
       1427.0880    0.0046500000    0.0065290000       1.2287710
       1427.3290    0.0046800000    0.0065680000       1.2288530
       1427.5700    0.0047500000    0.0066690000       1.2288490
       1427.8110    0.0047800000    0.0067080000       1.2287730
       1428.0520    0.0047600000    0.0066780000       1.2286950
       1428.2930    0.0047000000    0.0065930000       1.2286870
       1428.5340    0.0046800000    0.0065640000       1.2287380
       1428.7750    0.0046900000    0.0065790000       1.2287760
       1429.0160    0.0047200000    0.0066180000       1.2287530
       1429.2580    0.0047100000    0.0066050000       1.2287510
       1429.4990    0.0046700000    0.0065450000       1.2287340
       1429.7400    0.0046400000    0.0065030000       1.2288000
       1429.9810    0.0046700000    0.0065450000       1.2288830
       1430.2220    0.0047400000    0.0066430000       1.2288930
       1430.4630    0.0047900000    0.0067080000       1.2288170
       1430.7040    0.0047700000    0.0066810000       1.2287180
       1430.9450    0.0047000000    0.0065800000       1.2286890
       1431.1860    0.0046500000    0.0065090000       1.2287610
       1431.4270    0.0046700000    0.0065370000       1.2288470
       1431.6680    0.0047300000    0.0066200000       1.2288550
       1431.9090    0.0047500000    0.0066480000       1.2287810
       1432.1500    0.0047100000    0.0065900000       1.2287320
       1432.3910    0.0046600000    0.0065180000       1.2287580
       1432.6320    0.0046500000    0.0065010000       1.2288280
       1432.8740    0.0047000000    0.0065730000       1.2289220
       1433.1150    0.0047500000    0.0066430000       1.2288710
       1433.3560    0.0047500000    0.0066420000       1.2287970
       1433.5970    0.0047100000    0.0065820000       1.2287730
       1433.8380    0.0046800000    0.0065420000       1.2288020
       1434.0790    0.0046800000    0.0065390000       1.2288540
       1434.3200    0.0047200000    0.0065930000       1.2288680
       1434.5610    0.0047300000    0.0066080000       1.2288200
       1434.8020    0.0047000000    0.0065620000       1.2287860
       1435.0430    0.0046500000    0.0064930000       1.2288230
       1435.2840    0.0046500000    0.0064920000       1.2289100
       1435.5250    0.0047000000    0.0065590000       1.2289690
       1435.7660    0.0047700000    0.0066580000       1.2289440
       1436.0070    0.0047800000    0.0066720000       1.2288490
       1436.2480    0.0047400000    0.0066110000       1.2288080
       1436.4890    0.0047000000    0.0065560000       1.2288320
       1436.7300    0.0047000000    0.0065530000       1.2288750
       1436.9720    0.0047400000    0.0066090000       1.2289420
       1437.2130    0.0047700000    0.0066520000       1.2288780
       1437.4540    0.0047500000    0.0066230000       1.2288180
       1437.6950    0.0047000000    0.0065530000       1.2288110
       1437.9360    0.0046700000    0.0065070000       1.2288730
       1438.1770    0.0046900000    0.0065340000       1.2289380
       1438.4180    0.0047300000    0.0065880000       1.2289610
       1438.6590    0.0047700000    0.0066440000       1.2289300
       1438.9000    0.0047600000    0.0066290000       1.2288720
       1439.1410    0.0047300000    0.0065850000       1.2288750
       1439.3820    0.0047200000    0.0065710000       1.2289130
       1439.6230    0.0047500000    0.0066110000       1.2289450
       1439.8640    0.0047800000    0.0066520000       1.2289120
       1440.1050    0.0047800000    0.0066520000       1.2288650
       1440.3460    0.0047400000    0.0065950000       1.2288110
       1440.5880    0.0047000000    0.0065360000       1.2289210
       1440.8280    0.0047100000    0.0065490000       1.2289080
       1441.0700    0.0047500000    0.0066060000       1.2290050
       1441.3110    0.0048000000    0.0066750000       1.2289470
       1441.5520    0.0047900000    0.0066600000       1.2288790
       1441.7930    0.0047500000    0.0066040000       1.2288670
       1442.0340    0.0047300000    0.0065730000       1.2289100
       1442.2750    0.0047500000    0.0065990000       1.2289600
