Description: CO2 (13K)
      freq [cm-1]    absorbance      imag pt (k)       real pt (n)
       1915.2390    0.0043900000    0.0045980000       1.2377610
       1915.4800    0.0043500000    0.0045550000       1.2376880
       1915.7210    0.0042600000    0.0044600000       1.2377040
       1915.9620    0.0042200000    0.0044160000       1.2377870
       1916.2030    0.0042600000    0.0044560000       1.2378800
       1916.4440    0.0043500000    0.0045530000       1.2378810
       1916.6850    0.0043800000    0.0045820000       1.2378070
       1916.9260    0.0043300000    0.0045310000       1.2377470
       1917.1670    0.0042500000    0.0044450000       1.2377690
       1917.4080    0.0042300000    0.0044250000       1.2378390
       1917.6500    0.0042800000    0.0044760000       1.2379200
       1917.8910    0.0043400000    0.0045380000       1.2378780
       1918.1320    0.0043200000    0.0045170000       1.2378080
       1918.3730    0.0042400000    0.0044320000       1.2377930
       1918.6140    0.0041700000    0.0043580000       1.2378620
       1918.8550    0.0041800000    0.0043670000       1.2379700
       1919.0960    0.0042600000    0.0044530000       1.2380210
       1919.3370    0.0043300000    0.0045240000       1.2379800
       1919.5780    0.0043200000    0.0045140000       1.2379130
       1919.8190    0.0042600000    0.0044480000       1.2379030
       1920.0600    0.0042300000    0.0044170000       1.2379620
       1920.3010    0.0042600000    0.0044500000       1.2380060
       1920.5420    0.0043100000    0.0045000000       1.2380000
       1920.7830    0.0043200000    0.0045110000       1.2379400
       1921.0240    0.0042600000    0.0044480000       1.2378970
       1921.2650    0.0041800000    0.0043620000       1.2379270
       1921.5060    0.0041500000    0.0043300000       1.2380160
       1921.7480    0.0042100000    0.0043930000       1.2381170
       1921.9890    0.0042800000    0.0044670000       1.2380920
       1922.2300    0.0042900000    0.0044760000       1.2380230
       1922.4710    0.0042200000    0.0044040000       1.2379980
       1922.7120    0.0041700000    0.0043490000       1.2380530
       1922.9530    0.0041800000    0.0043590000       1.2381340
       1923.1940    0.0042500000    0.0044320000       1.2381600
       1923.4350    0.0042900000    0.0044730000       1.2381150
       1923.6760    0.0042700000    0.0044520000       1.2380560
       1923.9170    0.0041900000    0.0043680000       1.2380500
       1924.1580    0.0041500000    0.0043260000       1.2381280
       1924.3990    0.0041800000    0.0043570000       1.2381880
       1924.6400    0.0042300000    0.0044080000       1.2381970
       1924.8810    0.0042500000    0.0044280000       1.2381530
       1925.1220    0.0042000000    0.0043750000       1.2381110
       1925.3640    0.0041400000    0.0043120000       1.2381840
       1925.6050    0.0041400000    0.0043110000       1.2382550
       1925.8460    0.0042000000    0.0043730000       1.2383030
       1926.0870    0.0042600000    0.0044360000       1.2382680
       1926.3280    0.0042400000    0.0044150000       1.2382030
       1926.5690    0.0041700000    0.0043420000       1.2382000
       1926.8100    0.0041200000    0.0042890000       1.2382630
       1927.0510    0.0041400000    0.0043080000       1.2383530
       1927.2920    0.0042200000    0.0043910000       1.2383790
       1927.5330    0.0042600000    0.0044320000       1.2383220
       1927.7740    0.0042200000    0.0043920000       1.2382710
       1928.0150    0.0041500000    0.0043170000       1.2382870
       1928.2560    0.0041200000    0.0042860000       1.2383660
       1928.4970    0.0041600000    0.0043260000       1.2384370
       1928.7380    0.0042300000    0.0044000000       1.2384410
       1928.9790    0.0042500000    0.0044190000       1.2383780
       1929.2200    0.0041900000    0.0043560000       1.2383400
       1929.4620    0.0041300000    0.0042930000       1.2384170
       1929.7030    0.0041300000    0.0042930000       1.2385030
       1929.9440    0.0042100000    0.0043760000       1.2385560
       1930.1850    0.0042800000    0.0044470000       1.2385180
       1930.4260    0.0042800000    0.0044470000       1.2384510
       1930.6670    0.0042100000    0.0043740000       1.2384240
       1930.9080    0.0041500000    0.0043110000       1.2384980
       1931.1490    0.0041900000    0.0043530000       1.2385880
       1931.3900    0.0042700000    0.0044330000       1.2386010
       1931.6310    0.0043200000    0.0044870000       1.2385540
       1931.8720    0.0043000000    0.0044660000       1.2384780
       1932.1130    0.0042200000    0.0043800000       1.2384770
       1932.3540    0.0041800000    0.0043390000       1.2385520
       1932.5950    0.0042200000    0.0043800000       1.2386310
       1932.8360    0.0043000000    0.0044630000       1.2386210
       1933.0780    0.0043300000    0.0044930000       1.2385900
       1933.3190    0.0042900000    0.0044510000       1.2385260
       1933.5600    0.0042200000    0.0043760000       1.2385540
       1933.8010    0.0042200000    0.0043750000       1.2386370
       1934.0420    0.0042800000    0.0044400000       1.2386790
       1934.2830    0.0043500000    0.0045100000       1.2386440
       1934.5240    0.0043400000    0.0045000000       1.2385650
       1934.7650    0.0042700000    0.0044260000       1.2385480
       1935.0060    0.0042200000    0.0043740000       1.2386070
       1935.2470    0.0042500000    0.0044050000       1.2386850
       1935.4880    0.0043300000    0.0044870000       1.2386900
       1935.7290    0.0043700000    0.0045280000       1.2386170
       1935.9700    0.0043200000    0.0044740000       1.2385430
       1936.2110    0.0042300000    0.0043830000       1.2385590
       1936.4520    0.0042000000    0.0043500000       1.2386380
       1936.6930    0.0042500000    0.0044000000       1.2387060
       1936.9340    0.0043300000    0.0044830000       1.2386710
       1937.1760    0.0043400000    0.0044920000       1.2386060
       1937.4170    0.0042500000    0.0044010000       1.2385350
       1937.6580    0.0041500000    0.0042950000       1.2385800
       1937.8990    0.0041200000    0.0042660000       1.2386830
       1938.1400    0.0041800000    0.0043260000       1.2387570
       1938.3810    0.0042500000    0.0043970000       1.2387320
       1938.6220    0.0042400000    0.0043860000       1.2386740
       1938.8630    0.0041800000    0.0043240000       1.2386570
       1939.1040    0.0041200000    0.0042610000       1.2387120
       1939.3450    0.0041400000    0.0042820000       1.2387980
       1939.5860    0.0042100000    0.0043540000       1.2388110
       1939.8270    0.0042400000    0.0043830000       1.2387550
       1940.0680    0.0041900000    0.0043310000       1.2387040
       1940.3090    0.0041100000    0.0042480000       1.2387290
       1940.5500    0.0040800000    0.0042180000       1.2388110
       1940.7920    0.0041400000    0.0042790000       1.2389080
       1941.0330    0.0042100000    0.0043490000       1.2388760
       1941.2740    0.0042100000    0.0043500000       1.2388100
       1941.5150    0.0041400000    0.0042760000       1.2387820
       1941.7560    0.0040700000    0.0042030000       1.2388430
       1941.9970    0.0040800000    0.0042140000       1.2389440
       1942.2380    0.0041600000    0.0042970000       1.2389820
       1942.4790    0.0042200000    0.0043560000       1.2389390
       1942.7200    0.0042100000    0.0043450000       1.2388680
       1942.9610    0.0041300000    0.0042620000       1.2388480
       1943.2020    0.0040700000    0.0042000000       1.2389140
       1943.4430    0.0040900000    0.0042200000       1.2390040
       1943.6840    0.0041700000    0.0043050000       1.2390190
       1943.9250    0.0042000000    0.0043320000       1.2389560
       1944.1660    0.0041600000    0.0042920000       1.2389030
       1944.4070    0.0040700000    0.0041970000       1.2389070
       1944.6480    0.0040300000    0.0041560000       1.2389960
       1944.8900    0.0040800000    0.0042060000       1.2390860
       1945.1310    0.0041300000    0.0042580000       1.2390710
       1945.3720    0.0041300000    0.0042590000       1.2390220
       1945.6130    0.0040700000    0.0041940000       1.2390110
       1945.8540    0.0040100000    0.0041340000       1.2390710
       1946.0950    0.0040200000    0.0041420000       1.2391730
       1946.3360    0.0041000000    0.0042250000       1.2392230
       1946.5770    0.0041700000    0.0042960000       1.2391950
       1946.8180    0.0041800000    0.0043060000       1.2391300
       1947.0590    0.0041200000    0.0042440000       1.2391010
       1947.3000    0.0040700000    0.0041920000       1.2391570
       1947.5410    0.0041000000    0.0042230000       1.2392260
       1947.7820    0.0041700000    0.0042940000       1.2392290
       1948.0230    0.0042000000    0.0043260000       1.2391580
       1948.2640    0.0041400000    0.0042620000       1.2390930
       1948.5050    0.0040500000    0.0041690000       1.2391080
       1948.7470    0.0040100000    0.0041270000       1.2392220
       1948.9880    0.0040500000    0.0041680000       1.2392940
       1949.2290    0.0041200000    0.0042390000       1.2392960
       1949.4700    0.0041400000    0.0042590000       1.2392450
       1949.7110    0.0040900000    0.0042070000       1.2392090
       1949.9520    0.0040300000    0.0041440000       1.2392540
       1950.1930    0.0040300000    0.0041460000       1.2393290
       1950.4340    0.0040900000    0.0042070000       1.2393730
       1950.6750    0.0041500000    0.0042660000       1.2393290
       1950.9160    0.0041200000    0.0042350000       1.2392630
       1951.1570    0.0040400000    0.0041520000       1.2392590
       1951.3980    0.0039800000    0.0040900000       1.2393380
       1951.6390    0.0040100000    0.0041220000       1.2394320
       1951.8800    0.0040900000    0.0042010000       1.2394510
       1952.1210    0.0041300000    0.0042440000       1.2393990
       1952.3620    0.0040900000    0.0042020000       1.2393310
       1952.6040    0.0040100000    0.0041200000       1.2393810
       1952.8450    0.0039900000    0.0040990000       1.2394600
       1953.0860    0.0040500000    0.0041580000       1.2395180
       1953.3270    0.0041100000    0.0042230000       1.2394940
       1953.5680    0.0041100000    0.0042180000       1.2394290
       1953.8090    0.0040400000    0.0041480000       1.2394070
       1954.0500    0.0039700000    0.0040750000       1.2394590
       1954.2910    0.0039700000    0.0040750000       1.2395640
       1954.5320    0.0040500000    0.0041570000       1.2396120
       1954.7730    0.0041100000    0.0042190000       1.2395730
       1955.0140    0.0041000000    0.0042060000       1.2395080
       1955.2550    0.0040300000    0.0041340000       1.2394970
       1955.4960    0.0039800000    0.0040820000       1.2395570
       1955.7370    0.0040000000    0.0041030000       1.2396370
       1955.9780    0.0040700000    0.0041740000       1.2396510
       1956.2190    0.0041000000    0.0042030000       1.2395900
       1956.4610    0.0040600000    0.0041630000       1.2395670
       1956.7020    0.0039800000    0.0040780000       1.2395740
       1956.9430    0.0039500000    0.0040480000       1.2396610
       1957.1840    0.0039900000    0.0040890000       1.2397240
       1957.4250    0.0040500000    0.0041490000       1.2397270
       1957.6660    0.0040600000    0.0041580000       1.2396780
       1957.9070    0.0040000000    0.0040990000       1.2396660
       1958.1480    0.0039600000    0.0040550000       1.2397260
       1958.3890    0.0039800000    0.0040780000       1.2398040
       1958.6300    0.0040600000    0.0041570000       1.2398290
       1958.8710    0.0041100000    0.0042100000       1.2397680
       1959.1120    0.0040700000    0.0041680000       1.2396900
       1959.3530    0.0039700000    0.0040650000       1.2396950
       1959.5940    0.0039200000    0.0040120000       1.2397890
       1959.8350    0.0039600000    0.0040510000       1.2398760
       1960.0760    0.0040300000    0.0041240000       1.2398800
       1960.3180    0.0040600000    0.0041550000       1.2398580
       1960.5590    0.0040200000    0.0041130000       1.2398060
       1960.8000    0.0039500000    0.0040420000       1.2398310
       1961.0410    0.0039300000    0.0040180000       1.2399160
       1961.2820    0.0039800000    0.0040720000       1.2399820
       1961.5230    0.0040500000    0.0041420000       1.2399680
       1961.7640    0.0040500000    0.0041400000       1.2399090
       1962.0050    0.0039900000    0.0040780000       1.2399000
       1962.2460    0.0039400000    0.0040270000       1.2399560
       1962.4870    0.0039600000    0.0040470000       1.2400460
       1962.7280    0.0040400000    0.0041290000       1.2400670
       1962.9690    0.0040800000    0.0041690000       1.2400170
       1963.2100    0.0040500000    0.0041380000       1.2399650
       1963.4510    0.0039800000    0.0040670000       1.2399760
       1963.6920    0.0039500000    0.0040370000       1.2400470
       1963.9330    0.0039900000    0.0040750000       1.2401050
       1964.1750    0.0040600000    0.0041460000       1.2401310
       1964.4160    0.0040800000    0.0041650000       1.2400650
       1964.6570    0.0040300000    0.0041160000       1.2400230
       1964.8980    0.0039600000    0.0040430000       1.2400570
       1965.1390    0.0039500000    0.0040340000       1.2401360
       1965.3800    0.0040000000    0.0040820000       1.2401910
       1965.6210    0.0040700000    0.0041540000       1.2401710
       1965.8620    0.0040600000    0.0041420000       1.2401000
       1966.1030    0.0039900000    0.0040700000       1.2400880
       1966.3440    0.0039300000    0.0040080000       1.2401480
       1966.5850    0.0039500000    0.0040280000       1.2402390
       1966.8260    0.0040200000    0.0040990000       1.2402600
       1967.0670    0.0040600000    0.0041400000       1.2402180
       1967.3080    0.0040300000    0.0041090000       1.2401600
       1967.5490    0.0039500000    0.0040270000       1.2401650
       1967.7900    0.0039000000    0.0039760000       1.2402460
       1968.0310    0.0039400000    0.0040170000       1.2403290
       1968.2730    0.0040200000    0.0040990000       1.2403550
       1968.5140    0.0040400000    0.0041180000       1.2402900
       1968.7550    0.0039900000    0.0040660000       1.2402480
       1968.9960    0.0039100000    0.0039830000       1.2402900
       1969.2370    0.0039000000    0.0039750000       1.2403910
       1969.4780    0.0039700000    0.0040440000       1.2404590
       1969.7190    0.0040600000    0.0041350000       1.2404400
       1969.9600    0.0040700000    0.0041450000       1.2403560
       1970.2010    0.0040000000    0.0040730000       1.2403230
       1970.4420    0.0039400000    0.0040110000       1.2403700
       1970.6830    0.0039400000    0.0040100000       1.2404410
       1970.9240    0.0039900000    0.0040600000       1.2404800
       1971.1650    0.0040300000    0.0041010000       1.2404480
       1971.4060    0.0040000000    0.0040700000       1.2404090
       1971.6470    0.0039400000    0.0040100000       1.2404130
       1971.8890    0.0039100000    0.0039780000       1.2405140
       1972.1300    0.0039600000    0.0040290000       1.2405720
       1972.3710    0.0040300000    0.0040990000       1.2405620
       1972.6120    0.0040500000    0.0041170000       1.2404950
       1972.8530    0.0039800000    0.0040470000       1.2404490
       1973.0940    0.0039000000    0.0039640000       1.2404900
       1973.3350    0.0038700000    0.0039350000       1.2405840
       1973.5760    0.0039300000    0.0039950000       1.2406650
       1973.8170    0.0040000000    0.0040670000       1.2406470
       1974.0580    0.0040000000    0.0040650000       1.2405990
       1974.2990    0.0039500000    0.0040140000       1.2405870
       1974.5400    0.0039000000    0.0039630000       1.2406400
       1974.7810    0.0039200000    0.0039830000       1.2407240
       1975.0220    0.0040000000    0.0040620000       1.2407460
       1975.2630    0.0040400000    0.0041040000       1.2406930
       1975.5040    0.0040100000    0.0040730000       1.2406300
       1975.7450    0.0039200000    0.0039780000       1.2406210
       1975.9870    0.0038700000    0.0039290000       1.2407430
       1976.2280    0.0039100000    0.0039700000       1.2408170
       1976.4690    0.0039900000    0.0040480000       1.2408380
       1976.7100    0.0040300000    0.0040900000       1.2407800
       1976.9510    0.0039800000    0.0040390000       1.2407340
       1977.1920    0.0039100000    0.0039690000       1.2407720
       1977.4330    0.0039100000    0.0039660000       1.2408610
       1977.6740    0.0039800000    0.0040370000       1.2409100
       1977.9150    0.0040500000    0.0041090000       1.2408730
       1978.1560    0.0040400000    0.0040980000       1.2407920
       1978.3970    0.0039600000    0.0040140000       1.2407700
       1978.6380    0.0038900000    0.0039440000       1.2408280
       1978.8790    0.0038900000    0.0039440000       1.2409190
       1979.1200    0.0039600000    0.0040120000       1.2409640
       1979.3610    0.0040100000    0.0040650000       1.2409160
       1979.6030    0.0039800000    0.0040350000       1.2408830
       1979.8440    0.0039000000    0.0039510000       1.2408840
       1980.0850    0.0038600000    0.0039090000       1.2409740
       1980.3260    0.0039100000    0.0039600000       1.2410580
       1980.5670    0.0039900000    0.0040400000       1.2410520
       1980.8080    0.0040000000    0.0040510000       1.2409920
       1981.0490    0.0039400000    0.0039900000       1.2409680
       1981.2900    0.0038800000    0.0039290000       1.2410230
       1981.5310    0.0038900000    0.0039390000       1.2411120
       1981.7720    0.0039600000    0.0040100000       1.2411560
       1982.0130    0.0040300000    0.0040790000       1.2411300
       1982.2540    0.0040400000    0.0040890000       1.2410570
       1982.4950    0.0039700000    0.0040170000       1.2410160
       1982.7360    0.0039000000    0.0039450000       1.2410660
       1982.9770    0.0039000000    0.0039470000       1.2411450
       1983.2180    0.0039600000    0.0040050000       1.2411740
       1983.4590    0.0039900000    0.0040340000       1.2411250
       1983.7010    0.0039500000    0.0039940000       1.2411100
       1983.9420    0.0038700000    0.0039130000       1.2411260
       1984.1830    0.0038500000    0.0038940000       1.2412210
       1984.4240    0.0039000000    0.0039450000       1.2412770
       1984.6650    0.0039600000    0.0040020000       1.2412800
       1984.9060    0.0039800000    0.0040230000       1.2412310
       1985.1470    0.0039300000    0.0039700000       1.2412010
       1985.3880    0.0038700000    0.0039110000       1.2412400
       1985.6290    0.0038600000    0.0039000000       1.2413190
       1985.8700    0.0039200000    0.0039600000       1.2413740
       1986.1110    0.0039800000    0.0040210000       1.2413420
       1986.3520    0.0039600000    0.0040010000       1.2412840
       1986.5930    0.0038900000    0.0039300000       1.2412760
       1986.8340    0.0038300000    0.0038670000       1.2413430
       1987.0750    0.0038500000    0.0038870000       1.2414320
       1987.3170    0.0039300000    0.0039680000       1.2414940
       1987.5570    0.0039700000    0.0040070000       1.2414040
       1987.7990    0.0039400000    0.0039780000       1.2413940
       1988.0400    0.0038700000    0.0039050000       1.2413950
       1988.2810    0.0038400000    0.0038750000       1.2414810
       1988.5220    0.0038900000    0.0039260000       1.2415430
       1988.7630    0.0039500000    0.0039850000       1.2415400
       1989.0040    0.0039700000    0.0040060000       1.2414890
       1989.2450    0.0039100000    0.0039430000       1.2414490
       1989.4860    0.0038400000    0.0038710000       1.2415060
       1989.7270    0.0038400000    0.0038730000       1.2415900
       1989.9680    0.0039000000    0.0039310000       1.2416440
       1990.2090    0.0039600000    0.0039920000       1.2416190
       1990.4500    0.0039500000    0.0039820000       1.2415700
       1990.6910    0.0038900000    0.0039220000       1.2415580
       1990.9320    0.0038400000    0.0038690000       1.2416270
       1991.1730    0.0038800000    0.0039090000       1.2416970
       1991.4150    0.0039500000    0.0039800000       1.2417270
       1991.6560    0.0039800000    0.0040110000       1.2416570
       1991.8970    0.0039200000    0.0039470000       1.2416020
       1992.1380    0.0038300000    0.0038570000       1.2416390
       1992.3790    0.0038000000    0.0038250000       1.2417360
       1992.6200    0.0038500000    0.0038760000       1.2418240
       1992.8610    0.0039300000    0.0039580000       1.2418260
       1993.1020    0.0039500000    0.0039770000       1.2417720
       1993.3430    0.0039000000    0.0039270000       1.2417450
       1993.5840    0.0038400000    0.0038650000       1.2417880
       1993.8250    0.0038400000    0.0038650000       1.2418810
       1994.0660    0.0039200000    0.0039440000       1.2419330
       1994.3070    0.0039900000    0.0040140000       1.2418920
       1994.5480    0.0039800000    0.0040040000       1.2418200
       1994.7890    0.0039000000    0.0039230000       1.2417910
       1995.0310    0.0038400000    0.0038610000       1.2418960
       1995.2710    0.0038600000    0.0038820000       1.2419410
       1995.5130    0.0039400000    0.0039610000       1.2420020
       1995.7540    0.0039800000    0.0040000000       1.2419370
       1995.9950    0.0039400000    0.0039590000       1.2418870
       1996.2360    0.0038600000    0.0038790000       1.2419040
       1996.4770    0.0038300000    0.0038480000       1.2419940
       1996.7180    0.0038800000    0.0039000000       1.2420630
       1996.9590    0.0039500000    0.0039670000       1.2420560
       1997.2000    0.0039600000    0.0039780000       1.2420000
       1997.4410    0.0039000000    0.0039170000       1.2419710
       1997.6820    0.0038300000    0.0038460000       1.2420210
       1997.9230    0.0038300000    0.0038480000       1.2421200
       1998.1640    0.0039100000    0.0039260000       1.2421660
       1998.4050    0.0039700000    0.0039870000       1.2421250
       1998.6460    0.0039500000    0.0039660000       1.2420590
       1998.8870    0.0038700000    0.0038850000       1.2420460
       1999.1290    0.0038200000    0.0038340000       1.2421460
       1999.3700    0.0038500000    0.0038630000       1.2422200
       1999.6110    0.0039200000    0.0039330000       1.2422390
       1999.8520    0.0039600000    0.0039730000       1.2421920
       2000.0930    0.0039200000    0.0039320000       1.2421320
       2000.3340    0.0038300000    0.0038420000       1.2421550
       2000.5750    0.0038000000    0.0038100000       1.2422450
       2000.8160    0.0038400000    0.0038510000       1.2423210
       2001.0570    0.0039100000    0.0039200000       1.2423280
       2001.2980    0.0039300000    0.0039410000       1.2422810
       2001.5390    0.0038800000    0.0038910000       1.2422470
       2001.7800    0.0038100000    0.0038200000       1.2422960
       2002.0210    0.0038200000    0.0038270000       1.2423880
       2002.2620    0.0038900000    0.0038990000       1.2424290
       2002.5030    0.0039400000    0.0039490000       1.2423750
       2002.7450    0.0039100000    0.0039170000       1.2423610
       2002.9850    0.0038400000    0.0038460000       1.2423240
       2003.2270    0.0037900000    0.0037970000       1.2424380
       2003.4680    0.0038300000    0.0038350000       1.2425190
       2003.7090    0.0039100000    0.0039150000       1.2425400
       2003.9500    0.0039600000    0.0039650000       1.2424910
       2004.1910    0.0039300000    0.0039340000       1.2424280
       2004.4320    0.0038500000    0.0038540000       1.2424350
       2004.6730    0.0038100000    0.0038120000       1.2425140
       2004.9140    0.0038500000    0.0038520000       1.2425890
       2005.1550    0.0039200000    0.0039210000       1.2425890
       2005.3960    0.0039300000    0.0039320000       1.2425290
       2005.6370    0.0038600000    0.0038620000       1.2425060
       2005.8780    0.0038000000    0.0038010000       1.2425630
       2006.1190    0.0038000000    0.0038000000       1.2426520
       2006.3600    0.0038700000    0.0038710000       1.2427020
       2006.6010    0.0039300000    0.0039280000       1.2426610
       2006.8430    0.0039200000    0.0039210000       1.2426270
       2007.0840    0.0038400000    0.0038380000       1.2426020
       2007.3250    0.0037900000    0.0037880000       1.2426810
       2007.5660    0.0038100000    0.0038080000       1.2427510
       2007.8070    0.0038700000    0.0038670000       1.2427860
       2008.0480    0.0039100000    0.0039070000       1.2427400
       2008.2890    0.0038600000    0.0038560000       1.2427010
       2008.5300    0.0037900000    0.0037880000       1.2427360
       2008.7710    0.0037700000    0.0037640000       1.2428200
       2009.0120    0.0038200000    0.0038140000       1.2428940
       2009.2530    0.0038900000    0.0038850000       1.2428860
       2009.4940    0.0038900000    0.0038840000       1.2428350
       2009.7350    0.0038300000    0.0038260000       1.2428270
       2009.9760    0.0037800000    0.0037740000       1.2428920
       2010.2170    0.0038100000    0.0038040000       1.2429810
       2010.4580    0.0038900000    0.0038810000       1.2430030
       2010.6990    0.0039400000    0.0039300000       1.2429480
       2010.9410    0.0039100000    0.0039010000       1.2429120
       2011.1820    0.0038300000    0.0038210000       1.2429060
       2011.4230    0.0037800000    0.0037710000       1.2429850
       2011.6640    0.0038200000    0.0038110000       1.2430740
       2011.9050    0.0039000000    0.0038900000       1.2430790
       2012.1460    0.0039300000    0.0039190000       1.2430240
       2012.3870    0.0038800000    0.0038690000       1.2429690
       2012.6280    0.0037900000    0.0037770000       1.2430020
       2012.8690    0.0037700000    0.0037580000       1.2430970
       2013.1100    0.0038200000    0.0038080000       1.2431540
       2013.3510    0.0038700000    0.0038560000       1.2431460
       2013.5920    0.0038700000    0.0038550000       1.2431050
       2013.8330    0.0038000000    0.0037870000       1.2430900
       2014.0740    0.0037300000    0.0037170000       1.2431630
       2014.3150    0.0037400000    0.0037270000       1.2432620
       2014.5570    0.0038200000    0.0038060000       1.2433500
       2014.7980    0.0039000000    0.0038840000       1.2433210
       2015.0390    0.0039100000    0.0038920000       1.2432630
       2015.2800    0.0038500000    0.0038340000       1.2432460
       2015.5210    0.0038100000    0.0037930000       1.2433100
       2015.7620    0.0038500000    0.0038320000       1.2433780
       2016.0030    0.0039200000    0.0039030000       1.2433760
       2016.2440    0.0039400000    0.0039210000       1.2433100
       2016.4850    0.0038700000    0.0038510000       1.2432660
       2016.7260    0.0037800000    0.0037620000       1.2433170
       2016.9670    0.0037700000    0.0037520000       1.2434240
       2017.2080    0.0038400000    0.0038200000       1.2434930
       2017.4490    0.0039200000    0.0039000000       1.2434780
       2017.6900    0.0039300000    0.0039110000       1.2434090
       2017.9310    0.0038700000    0.0038480000       1.2433760
       2018.1720    0.0038000000    0.0037800000       1.2434160
       2018.4130    0.0037900000    0.0037660000       1.2434870
       2018.6550    0.0038400000    0.0038190000       1.2435640
       2018.8960    0.0038900000    0.0038660000       1.2435260
       2019.1370    0.0038600000    0.0038360000       1.2434850
       2019.3780    0.0037900000    0.0037670000       1.2434940
       2019.6190    0.0037400000    0.0037150000       1.2435770
       2019.8600    0.0037800000    0.0037560000       1.2436680
       2020.1010    0.0038500000    0.0038240000       1.2436830
       2020.3420    0.0038800000    0.0038560000       1.2436470
       2020.5830    0.0038400000    0.0038140000       1.2436130
       2020.8240    0.0037800000    0.0037530000       1.2436540
       2021.0650    0.0037700000    0.0037430000       1.2437390
       2021.3060    0.0038400000    0.0038100000       1.2438030
       2021.5470    0.0039100000    0.0038800000       1.2437760
       2021.7880    0.0039100000    0.0038810000       1.2437130
       2022.0290    0.0038300000    0.0038000000       1.2436760
       2022.2710    0.0037600000    0.0037310000       1.2437800
       2022.5120    0.0037800000    0.0037510000       1.2438650
       2022.7530    0.0038600000    0.0038300000       1.2439090
       2022.9940    0.0039200000    0.0038870000       1.2438570
       2023.2350    0.0038800000    0.0038490000       1.2438020
       2023.4760    0.0038000000    0.0037680000       1.2438160
       2023.7170    0.0037600000    0.0037290000       1.2439130
       2023.9580    0.0038200000    0.0037870000       1.2439950
       2024.1990    0.0039000000    0.0038680000       1.2439950
       2024.4400    0.0039300000    0.0038960000       1.2439260
       2024.6810    0.0038600000    0.0038260000       1.2438810
       2024.9220    0.0037800000    0.0037450000       1.2439280
       2025.1630    0.0037600000    0.0037270000       1.2440270
       2025.4040    0.0038300000    0.0037950000       1.2441010
       2025.6450    0.0039100000    0.0038730000       1.2440740
       2025.8860    0.0039000000    0.0038620000       1.2440060
       2026.1270    0.0038200000    0.0037830000       1.2439840
       2026.3690    0.0037500000    0.0037140000       1.2440850
       2026.6100    0.0037800000    0.0037410000       1.2441850
       2026.8510    0.0038700000    0.0038330000       1.2442150
       2027.0920    0.0039200000    0.0038820000       1.2441590
       2027.3330    0.0038800000    0.0038420000       1.2441050
       2027.5740    0.0038100000    0.0037710000       1.2441220
       2027.8150    0.0037700000    0.0037320000       1.2441920
       2028.0560    0.0038000000    0.0037610000       1.2442680
       2028.2970    0.0038600000    0.0038190000       1.2442800
       2028.5380    0.0038800000    0.0038410000       1.2442440
       2028.7790    0.0038300000    0.0037890000       1.2442110
       2029.0200    0.0037600000    0.0037190000       1.2442660
       2029.2610    0.0037600000    0.0037180000       1.2443580
       2029.5020    0.0038300000    0.0037860000       1.2444240
       2029.7430    0.0039100000    0.0038680000       1.2443910
       2029.9840    0.0039000000    0.0038550000       1.2443080
       2030.2260    0.0038200000    0.0037760000       1.2443100
       2030.4670    0.0037400000    0.0036960000       1.2443680
       2030.7080    0.0037500000    0.0037060000       1.2444670
       2030.9490    0.0038100000    0.0037650000       1.2445080
       2031.1900    0.0038500000    0.0038040000       1.2444810
       2031.4310    0.0038100000    0.0037620000       1.2444520
       2031.6720    0.0037500000    0.0037040000       1.2444940
       2031.9130    0.0037300000    0.0036860000       1.2445780
       2032.1540    0.0037900000    0.0037430000       1.2446560
       2032.3950    0.0038700000    0.0038210000       1.2446460
       2032.6360    0.0038800000    0.0038320000       1.2445860
       2032.8770    0.0038100000    0.0037620000       1.2445510
       2033.1180    0.0037200000    0.0036720000       1.2446150
       2033.3590    0.0037200000    0.0036720000       1.2447330
       2033.6000    0.0038000000    0.0037500000       1.2448020
       2033.8410    0.0038800000    0.0038290000       1.2447700
       2034.0830    0.0038700000    0.0038200000       1.2447270
       2034.3240    0.0037900000    0.0037390000       1.2447190
       2034.5650    0.0037400000    0.0036900000       1.2447980
       2034.8060    0.0037600000    0.0037090000       1.2448910
       2035.0470    0.0038400000    0.0037860000       1.2449350
       2035.2880    0.0038900000    0.0038350000       1.2448940
       2035.5290    0.0038500000    0.0037960000       1.2448560
       2035.7700    0.0037800000    0.0037280000       1.2448840
       2036.0110    0.0037400000    0.0036870000       1.2449780
       2036.2520    0.0037900000    0.0037350000       1.2450830
       2036.4930    0.0038800000    0.0038260000       1.2451070
       2036.7340    0.0039200000    0.0038650000       1.2450650
       2036.9750    0.0038800000    0.0038230000       1.2450420
       2037.2160    0.0038300000    0.0037740000       1.2451020
       2037.4570    0.0038500000    0.0037930000       1.2452000
       2037.6980    0.0039400000    0.0038800000       1.2452490
       2037.9400    0.0040300000    0.0039710000       1.2452490
       2038.1810    0.0040400000    0.0039810000       1.2451650
       2038.4220    0.0039700000    0.0039090000       1.2451540
       2038.6630    0.0039300000    0.0038710000       1.2452350
       2038.9040    0.0039800000    0.0039180000       1.2453240
       2039.1450    0.0040800000    0.0040170000       1.2453490
       2039.3860    0.0041500000    0.0040850000       1.2452910
