wavenumber,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
973.99,0.000107,0.000167,0.000235,0.000251,0.000220,0.000185,0.000082,0.000050,0.000055,0.000059,0.000020,0.000021,0.000077,0.000024,0.000086,0.000093,0.000099,0.000107
975.99,0.000109,0.000170,0.000241,0.000257,0.000225,0.000192,0.000090,0.000058,0.000064,0.000068,0.000031,0.000033,0.000089,0.000037,0.000100,0.000108,0.000115,0.000124
978.00,0.000112,0.000174,0.000246,0.000263,0.000231,0.000198,0.000097,0.000066,0.000072,0.000078,0.000043,0.000045,0.000102,0.000051,0.000114,0.000123,0.000131,0.000142
980.01,0.000114,0.000178,0.000252,0.000270,0.000238,0.000205,0.000105,0.000074,0.000082,0.000088,0.000054,0.000058,0.000115,0.000065,0.000129,0.000139,0.000148,0.000159
982.03,0.000117,0.000182,0.000257,0.000277,0.000244,0.000212,0.000113,0.000083,0.000091,0.000098,0.000067,0.000071,0.000129,0.000080,0.000144,0.000156,0.000166,0.000179
983.96,0.000120,0.000186,0.000263,0.000284,0.000251,0.000219,0.000121,0.000092,0.000101,0.000109,0.000080,0.000084,0.000143,0.000095,0.000160,0.000173,0.000184,0.000198
986.00,0.000123,0.000191,0.000269,0.000291,0.000258,0.000227,0.000130,0.000102,0.000112,0.000120,0.000093,0.000099,0.000157,0.000112,0.000176,0.000191,0.000203,0.000219
988.04,0.000126,0.000195,0.000276,0.000298,0.000265,0.000234,0.000139,0.000111,0.000122,0.000131,0.000106,0.000113,0.000172,0.000127,0.000193,0.000208,0.000222,0.000239
990.00,0.000129,0.000200,0.000282,0.000306,0.000273,0.000243,0.000148,0.000121,0.000133,0.000143,0.000120,0.000127,0.000188,0.000144,0.000210,0.000227,0.000242,0.000260
991.97,0.000132,0.000204,0.000288,0.000313,0.000280,0.000251,0.000158,0.000131,0.000145,0.000155,0.000134,0.000143,0.000203,0.000161,0.000228,0.000246,0.000262,0.000282
994.04,0.000135,0.000209,0.000295,0.000321,0.000288,0.000259,0.000167,0.000141,0.000156,0.000167,0.000149,0.000158,0.000219,0.000178,0.000245,0.000266,0.000283,0.000305
996.02,0.000138,0.000214,0.000302,0.000330,0.000296,0.000268,0.000177,0.000152,0.000168,0.000180,0.000163,0.000173,0.000236,0.000196,0.000264,0.000286,0.000304,0.000327
998.00,0.000141,0.000219,0.000309,0.000338,0.000304,0.000277,0.000187,0.000162,0.000179,0.000192,0.000177,0.000188,0.000252,0.000213,0.000282,0.000305,0.000325,0.000350
1000.00,0.000145,0.000224,0.000316,0.000346,0.000312,0.000286,0.000197,0.000173,0.000191,0.000205,0.000192,0.000204,0.000268,0.000231,0.000300,0.000325,0.000346,0.000373
1002.00,0.000148,0.000229,0.000324,0.000355,0.000321,0.000295,0.000207,0.000184,0.000203,0.000218,0.000207,0.000220,0.000285,0.000248,0.000319,0.000345,0.000368,0.000396
1004.02,0.000151,0.000234,0.000331,0.000364,0.000330,0.000304,0.000218,0.000195,0.000215,0.000231,0.000222,0.000236,0.000302,0.000266,0.000338,0.000366,0.000390,0.000419
1006.04,0.000155,0.000240,0.000339,0.000373,0.000338,0.000314,0.000228,0.000206,0.000227,0.000244,0.000237,0.000252,0.000319,0.000285,0.000357,0.000386,0.000412,0.000443
1007.96,0.000159,0.000245,0.000347,0.000382,0.000347,0.000323,0.000238,0.000216,0.000238,0.000256,0.000252,0.000267,0.000336,0.000302,0.000375,0.000406,0.000433,0.000466
1010.00,0.000162,0.000251,0.000354,0.000391,0.000356,0.000333,0.000249,0.000227,0.000251,0.000269,0.000267,0.000283,0.000353,0.000320,0.000395,0.000427,0.000455,0.000490
1012.04,0.000166,0.000257,0.000363,0.000401,0.000365,0.000343,0.000260,0.000239,0.000263,0.000282,0.000282,0.000299,0.000370,0.000338,0.000414,0.000448,0.000477,0.000514
1013.99,0.000170,0.000263,0.000371,0.000410,0.000375,0.000353,0.000270,0.000250,0.000275,0.000295,0.000297,0.000315,0.000387,0.000356,0.000433,0.000469,0.000499,0.000537
1015.95,0.000174,0.000269,0.000379,0.000420,0.000384,0.000363,0.000281,0.000261,0.000287,0.000309,0.000312,0.000331,0.000404,0.000374,0.000452,0.000490,0.000522,0.000561
1018.02,0.000179,0.000275,0.000388,0.000430,0.000394,0.000373,0.000291,0.000272,0.000299,0.000321,0.000326,0.000346,0.000421,0.000392,0.000471,0.000510,0.000543,0.000585
1019.99,0.000183,0.000281,0.000397,0.000440,0.000403,0.000383,0.000302,0.000283,0.000311,0.000334,0.000341,0.000362,0.000438,0.000410,0.000490,0.000531,0.000565,0.000609
1021.97,0.000187,0.000288,0.000406,0.000450,0.000413,0.000393,0.000312,0.000293,0.000323,0.000347,0.000356,0.000378,0.000455,0.000427,0.000509,0.000551,0.000587,0.000632
1023.96,0.000192,0.000294,0.000415,0.000461,0.000423,0.000403,0.000323,0.000304,0.000336,0.000360,0.000371,0.000393,0.000472,0.000445,0.000528,0.000572,0.000609,0.000656
1025.96,0.000196,0.000301,0.000425,0.000471,0.000433,0.000414,0.000334,0.000315,0.000348,0.000373,0.000385,0.000409,0.000489,0.000462,0.000547,0.000593,0.000631,0.000680
1027.96,0.000201,0.000308,0.000435,0.000482,0.000443,0.000424,0.000344,0.000326,0.000360,0.000386,0.000400,0.000425,0.000506,0.000480,0.000566,0.000613,0.000653,0.000703
1029.97,0.000206,0.000315,0.000445,0.000493,0.000454,0.000435,0.000355,0.000337,0.000372,0.000399,0.000414,0.000440,0.000523,0.000497,0.000585,0.000633,0.000675,0.000726
1031.99,0.000211,0.000323,0.000455,0.000504,0.000464,0.000445,0.000366,0.000348,0.000384,0.000412,0.000429,0.000455,0.000540,0.000515,0.000604,0.000654,0.000697,0.000750
1034.02,0.000216,0.000330,0.000466,0.000515,0.000475,0.000456,0.000376,0.000359,0.000395,0.000425,0.000443,0.000470,0.000557,0.000532,0.000623,0.000674,0.000718,0.000773
1035.95,0.000222,0.000338,0.000477,0.000527,0.000486,0.000467,0.000387,0.000370,0.000407,0.000437,0.000457,0.000486,0.000573,0.000549,0.000641,0.000694,0.000739,0.000796
1037.99,0.000227,0.000346,0.000488,0.000539,0.000496,0.000478,0.000397,0.000380,0.000419,0.000450,0.000472,0.000501,0.000590,0.000566,0.000660,0.000714,0.000761,0.000819
1040.04,0.000233,0.000355,0.000499,0.000551,0.000507,0.000489,0.000408,0.000391,0.000431,0.000463,0.000486,0.000516,0.000606,0.000583,0.000678,0.000734,0.000782,0.000842
1041.99,0.000239,0.000363,0.000511,0.000563,0.000518,0.000500,0.000418,0.000401,0.000442,0.000475,0.000500,0.000530,0.000623,0.000600,0.000697,0.000754,0.000803,0.000865
1043.95,0.000245,0.000372,0.000523,0.000575,0.000530,0.000511,0.000429,0.000412,0.000454,0.000488,0.000514,0.000545,0.000639,0.000616,0.000715,0.000774,0.000825,0.000888
1046.03,0.000251,0.000381,0.000536,0.000588,0.000541,0.000522,0.000439,0.000423,0.000466,0.000500,0.000527,0.000560,0.000656,0.000633,0.000733,0.000794,0.000846,0.000910
1048.00,0.000258,0.000390,0.000549,0.000601,0.000553,0.000534,0.000449,0.000433,0.000477,0.000513,0.000541,0.000574,0.000672,0.000649,0.000752,0.000813,0.000867,0.000933
1049.98,0.000265,0.000400,0.000562,0.000614,0.000565,0.000545,0.000460,0.000444,0.000489,0.000525,0.000555,0.000589,0.000688,0.000666,0.000770,0.000833,0.000888,0.000956
1051.97,0.000272,0.000410,0.000576,0.000628,0.000577,0.000557,0.000470,0.000454,0.000500,0.000537,0.000568,0.000603,0.000704,0.000682,0.000788,0.000853,0.000908,0.000978
1053.96,0.000279,0.000421,0.000591,0.000642,0.000590,0.000568,0.000481,0.000464,0.000512,0.000550,0.000582,0.000618,0.000720,0.000698,0.000806,0.000872,0.000929,0.001000
1055.97,0.000287,0.000431,0.000606,0.000656,0.000602,0.000580,0.000491,0.000475,0.000523,0.000562,0.000596,0.000632,0.000737,0.000715,0.000824,0.000892,0.000950,0.001023
1057.98,0.000295,0.000443,0.000622,0.000671,0.000615,0.000592,0.000502,0.000485,0.000535,0.000575,0.000609,0.000647,0.000753,0.000731,0.000842,0.000912,0.000971,0.001045
1060.00,0.000303,0.000455,0.000638,0.000686,0.000629,0.000605,0.000512,0.000496,0.000546,0.000587,0.000623,0.000661,0.000769,0.000747,0.000860,0.000931,0.000992,0.001068
1062.02,0.000312,0.000467,0.000655,0.000702,0.000643,0.000618,0.000523,0.000507,0.000558,0.000600,0.000636,0.000676,0.000786,0.000764,0.000879,0.000951,0.001013,0.001091
1064.06,0.000321,0.000480,0.000673,0.000718,0.000656,0.000630,0.000534,0.000517,0.000570,0.000612,0.000650,0.000690,0.000802,0.000780,0.000897,0.000971,0.001034,0.001113
1065.98,0.000331,0.000493,0.000691,0.000735,0.000671,0.000643,0.000545,0.000528,0.000581,0.000624,0.000663,0.000704,0.000818,0.000796,0.000915,0.000991,0.001055,0.001136
1068.03,0.000341,0.000508,0.000711,0.000752,0.000686,0.000657,0.000556,0.000538,0.000593,0.000637,0.000677,0.000719,0.000835,0.000813,0.000934,0.001011,0.001077,0.001160
1069.98,0.000352,0.000523,0.000732,0.000771,0.000702,0.000671,0.000567,0.000549,0.000605,0.000650,0.000691,0.000734,0.000852,0.000829,0.000953,0.001031,0.001099,0.001183
1072.04,0.000363,0.000538,0.000753,0.000790,0.000718,0.000685,0.000578,0.000560,0.000617,0.000663,0.000705,0.000748,0.000869,0.000846,0.000972,0.001052,0.001120,0.001206
1074.00,0.000374,0.000555,0.000776,0.000809,0.000735,0.000700,0.000590,0.000571,0.000630,0.000676,0.000719,0.000764,0.000886,0.000863,0.000991,0.001073,0.001143,0.001230
1075.96,0.000387,0.000572,0.000800,0.000831,0.000752,0.000715,0.000601,0.000583,0.000642,0.000690,0.000733,0.000779,0.000904,0.000880,0.001011,0.001094,0.001165,0.001254
1078.05,0.000399,0.000591,0.000825,0.000853,0.000771,0.000731,0.000614,0.000594,0.000655,0.000703,0.000748,0.000794,0.000922,0.000898,0.001031,0.001116,0.001189,0.001279
1080.03,0.000413,0.000610,0.000852,0.000876,0.000790,0.000748,0.000626,0.000606,0.000668,0.000717,0.000763,0.000810,0.000940,0.000915,0.001051,0.001138,0.001212,0.001305
1082.02,0.000427,0.000631,0.000881,0.000901,0.000811,0.000765,0.000639,0.000618,0.000681,0.000732,0.000778,0.000826,0.000959,0.000934,0.001072,0.001161,0.001236,0.001331
1084.01,0.000442,0.000653,0.000911,0.000927,0.000832,0.000784,0.000652,0.000631,0.000695,0.000747,0.000794,0.000843,0.000978,0.000953,0.001094,0.001184,0.001262,0.001358
1086.01,0.000458,0.000677,0.000944,0.000955,0.000856,0.000803,0.000666,0.000644,0.000710,0.000762,0.000810,0.000860,0.000999,0.000972,0.001117,0.001209,0.001288,0.001386
1088.02,0.000475,0.000702,0.000978,0.000984,0.000880,0.000823,0.000680,0.000658,0.000725,0.000778,0.000827,0.000878,0.001020,0.000992,0.001140,0.001234,0.001315,0.001415
1090.04,0.000493,0.000728,0.001015,0.001016,0.000906,0.000845,0.000696,0.000672,0.000741,0.000796,0.000845,0.000897,0.001042,0.001014,0.001166,0.001262,0.001344,0.001447
1091.94,0.000511,0.000756,0.001054,0.001050,0.000934,0.000868,0.000712,0.000687,0.000757,0.000813,0.000863,0.000916,0.001065,0.001036,0.001191,0.001289,0.001374,0.001479
1093.97,0.000531,0.000787,0.001097,0.001087,0.000964,0.000893,0.000729,0.000703,0.000775,0.000832,0.000883,0.000937,0.001090,0.001059,0.001219,0.001319,0.001405,0.001513
1096.01,0.000552,0.000819,0.001142,0.001127,0.000997,0.000920,0.000747,0.000720,0.000794,0.000853,0.000904,0.000960,0.001117,0.001085,0.001249,0.001352,0.001440,0.001550
1098.06,0.000573,0.000854,0.001190,0.001170,0.001032,0.000949,0.000766,0.000738,0.000813,0.000874,0.000926,0.000983,0.001145,0.001111,0.001280,0.001385,0.001476,0.001589
1099.99,0.000595,0.000890,0.001241,0.001216,0.001070,0.000981,0.000788,0.000758,0.000835,0.000897,0.000950,0.001009,0.001176,0.001140,0.001315,0.001423,0.001516,0.001632
1102.05,0.000619,0.000929,0.001296,0.001267,0.001112,0.001015,0.000811,0.000779,0.000859,0.000922,0.000976,0.001036,0.001209,0.001172,0.001352,0.001463,0.001558,0.001677
1104.00,0.000643,0.000971,0.001354,0.001323,0.001158,0.001053,0.000836,0.000803,0.000885,0.000950,0.001005,0.001066,0.001245,0.001205,0.001392,0.001507,0.001605,0.001728
1105.95,0.000667,0.001014,0.001416,0.001382,0.001208,0.001094,0.000864,0.000829,0.000913,0.000981,0.001036,0.001100,0.001285,0.001244,0.001437,0.001555,0.001657,0.001784
1108.03,0.000693,0.001061,0.001483,0.001448,0.001263,0.001141,0.000896,0.000858,0.000945,0.001015,0.001072,0.001138,0.001330,0.001286,0.001488,0.001610,0.001715,0.001846
1110.00,0.000719,0.001111,0.001554,0.001521,0.001324,0.001191,0.000930,0.000889,0.000980,0.001052,0.001110,0.001178,0.001379,0.001331,0.001542,0.001669,0.001777,0.001913
1111.98,0.000745,0.001162,0.001628,0.001599,0.001390,0.001247,0.000968,0.000924,0.001018,0.001094,0.001152,0.001223,0.001433,0.001382,0.001603,0.001734,0.001847,0.001989
1113.96,0.000771,0.001216,0.001705,0.001684,0.001463,0.001310,0.001011,0.000964,0.001062,0.001141,0.001200,0.001274,0.001495,0.001440,0.001671,0.001809,0.001927,0.002074
1115.95,0.000797,0.001271,0.001786,0.001776,0.001543,0.001379,0.001059,0.001009,0.001112,0.001195,0.001256,0.001333,0.001565,0.001507,0.001750,0.001894,0.002018,0.002172
1117.94,0.000823,0.001329,0.001872,0.001878,0.001632,0.001456,0.001113,0.001059,0.001167,0.001253,0.001316,0.001397,0.001642,0.001579,0.001836,0.001987,0.002117,0.002278
1119.95,0.000848,0.001387,0.001958,0.001986,0.001728,0.001541,0.001175,0.001118,0.001231,0.001323,0.001388,0.001473,0.001733,0.001665,0.001938,0.002097,0.002234,0.002405
1121.96,0.000870,0.001445,0.002045,0.002103,0.001832,0.001636,0.001244,0.001182,0.001302,0.001398,0.001466,0.001556,0.001832,0.001759,0.002049,0.002217,0.002362,0.002542
1123.97,0.000892,0.001504,0.002134,0.002227,0.001946,0.001740,0.001322,0.001255,0.001382,0.001485,0.001556,0.001651,0.001945,0.001867,0.002175,0.002354,0.002508,0.002699
1126.00,0.000913,0.001562,0.002223,0.002361,0.002070,0.001855,0.001410,0.001338,0.001475,0.001584,0.001660,0.001762,0.002075,0.001991,0.002321,0.002512,0.002675,0.002880
1128.03,0.000931,0.001619,0.002311,0.002500,0.002202,0.001980,0.001509,0.001432,0.001579,0.001695,0.001776,0.001886,0.002221,0.002131,0.002484,0.002688,0.002863,0.003082
1129.94,0.000946,0.001672,0.002395,0.002646,0.002342,0.002117,0.001619,0.001538,0.001694,0.001820,0.001907,0.002024,0.002384,0.002288,0.002666,0.002885,0.003073,0.003308
1131.99,0.000960,0.001724,0.002476,0.002796,0.002490,0.002263,0.001740,0.001654,0.001823,0.001958,0.002054,0.002180,0.002565,0.002464,0.002869,0.003105,0.003307,0.003560
1134.04,0.000971,0.001771,0.002552,0.002948,0.002643,0.002418,0.001874,0.001783,0.001965,0.002111,0.002216,0.002352,0.002765,0.002659,0.003092,0.003347,0.003565,0.003837
1135.98,0.000979,0.001813,0.002621,0.003100,0.002799,0.002583,0.002022,0.001929,0.002125,0.002283,0.002401,0.002549,0.002990,0.002881,0.003344,0.003619,0.003855,0.004150
1138.04,0.000986,0.001852,0.002686,0.003253,0.002960,0.002754,0.002179,0.002083,0.002295,0.002465,0.002597,0.002757,0.003229,0.003116,0.003611,0.003908,0.004162,0.004481
1139.99,0.000990,0.001887,0.002744,0.003404,0.003121,0.002929,0.002342,0.002244,0.002472,0.002655,0.002803,0.002976,0.003479,0.003363,0.003890,0.004210,0.004484,0.004827
1141.94,0.000993,0.001916,0.002794,0.003544,0.003276,0.003103,0.002515,0.002416,0.002663,0.002860,0.003027,0.003213,0.003746,0.003632,0.004189,0.004534,0.004829,0.005198
1144.03,0.000994,0.001941,0.002838,0.003681,0.003428,0.003278,0.002690,0.002591,0.002856,0.003067,0.003254,0.003454,0.004018,0.003904,0.004493,0.004863,0.005179,0.005575
1146.00,0.000994,0.001963,0.002878,0.003812,0.003577,0.003451,0.002867,0.002769,0.003051,0.003277,0.003484,0.003698,0.004293,0.004180,0.004801,0.005196,0.005534,0.005957
1147.97,0.000993,0.001982,0.002912,0.003933,0.003717,0.003617,0.003040,0.002944,0.003244,0.003484,0.003712,0.003940,0.004564,0.004453,0.005104,0.005524,0.005884,0.006334
1149.95,0.000990,0.001996,0.002939,0.004042,0.003846,0.003773,0.003209,0.003115,0.003433,0.003687,0.003936,0.004178,0.004830,0.004722,0.005401,0.005845,0.006226,0.006702
1151.94,0.000988,0.002009,0.002964,0.004145,0.003967,0.003921,0.003368,0.003276,0.003610,0.003877,0.004146,0.004401,0.005080,0.004974,0.005681,0.006148,0.006548,0.007049
1153.93,0.000985,0.002019,0.002984,0.004238,0.004079,0.004060,0.003520,0.003430,0.003780,0.004060,0.004347,0.004614,0.005318,0.005215,0.005947,0.006437,0.006856,0.007380
1155.94,0.000982,0.002028,0.003003,0.004322,0.004181,0.004187,0.003659,0.003571,0.003936,0.004227,0.004531,0.004810,0.005538,0.005436,0.006193,0.006702,0.007139,0.007684
1157.94,0.000979,0.002037,0.003020,0.004402,0.004277,0.004304,0.003785,0.003698,0.004075,0.004377,0.004695,0.004983,0.005734,0.005633,0.006412,0.006940,0.007392,0.007957
1159.96,0.000975,0.002042,0.003033,0.004475,0.004365,0.004412,0.003898,0.003810,0.004199,0.004510,0.004838,0.005135,0.005908,0.005804,0.006607,0.007150,0.007616,0.008198
1161.98,0.000972,0.002050,0.003048,0.004544,0.004447,0.004512,0.004002,0.003914,0.004313,0.004632,0.004970,0.005275,0.006068,0.005963,0.006786,0.007345,0.007823,0.008421
1164.01,0.000970,0.002058,0.003064,0.004611,0.004526,0.004605,0.004095,0.004005,0.004413,0.004740,0.005084,0.005396,0.006209,0.006099,0.006944,0.007515,0.008005,0.008617
1166.04,0.000966,0.002064,0.003078,0.004679,0.004606,0.004699,0.004186,0.004092,0.004509,0.004843,0.005192,0.005511,0.006345,0.006229,0.007096,0.007680,0.008180,0.008805
1167.95,0.000963,0.002071,0.003092,0.004743,0.004679,0.004785,0.004266,0.004169,0.004594,0.004934,0.005286,0.005611,0.006464,0.006342,0.007229,0.007824,0.008333,0.008970
1170.00,0.000960,0.002081,0.003111,0.004816,0.004762,0.004876,0.004346,0.004244,0.004677,0.005023,0.005376,0.005706,0.006580,0.006450,0.007359,0.007964,0.008483,0.009131
1172.06,0.000957,0.002087,0.003125,0.004882,0.004838,0.004964,0.004423,0.004317,0.004757,0.005110,0.005464,0.005800,0.006694,0.006556,0.007486,0.008102,0.008630,0.009289
1173.98,0.000953,0.002095,0.003141,0.004956,0.004922,0.005057,0.004502,0.004390,0.004837,0.005195,0.005549,0.005891,0.006807,0.006658,0.007612,0.008238,0.008775,0.009446
1176.06,0.000949,0.002104,0.003160,0.005035,0.005010,0.005153,0.004580,0.004460,0.004915,0.005279,0.005631,0.005978,0.006916,0.006757,0.007734,0.008371,0.008916,0.009598
1178.00,0.000945,0.002112,0.003177,0.005116,0.005102,0.005254,0.004663,0.004537,0.004999,0.005370,0.005721,0.006073,0.007035,0.006864,0.007867,0.008514,0.009069,0.009762
1179.94,0.000938,0.002118,0.003191,0.005200,0.005198,0.005360,0.004747,0.004613,0.005083,0.005459,0.005808,0.006165,0.007152,0.006968,0.007998,0.008656,0.009220,0.009925
1182.03,0.000933,0.002124,0.003206,0.005287,0.005299,0.005473,0.004840,0.004698,0.005177,0.005561,0.005908,0.006272,0.007285,0.007089,0.008147,0.008817,0.009391,0.010109
1183.99,0.000926,0.002130,0.003222,0.005383,0.005410,0.005596,0.004938,0.004787,0.005276,0.005666,0.006012,0.006382,0.007423,0.007213,0.008302,0.008985,0.009570,0.010301
1185.96,0.000917,0.002132,0.003232,0.005478,0.005524,0.005729,0.005053,0.004894,0.005393,0.005792,0.006138,0.006516,0.007588,0.007365,0.008486,0.009184,0.009782,0.010530
1187.93,0.000909,0.002137,0.003247,0.005588,0.005655,0.005877,0.005175,0.005005,0.005516,0.005924,0.006269,0.006654,0.007761,0.007522,0.008679,0.009393,0.010005,0.010770
1190.05,0.000897,0.002134,0.003250,0.005692,0.005785,0.006033,0.005311,0.005133,0.005656,0.006075,0.006421,0.006815,0.007958,0.007704,0.008900,0.009632,0.010260,0.011044
1192.04,0.000885,0.002132,0.003255,0.005800,0.005921,0.006193,0.005448,0.005259,0.005795,0.006224,0.006569,0.006973,0.008154,0.007882,0.009118,0.009869,0.010512,0.011315
1194.03,0.000871,0.002124,0.003252,0.005913,0.006068,0.006376,0.005615,0.005415,0.005967,0.006409,0.006757,0.007172,0.008396,0.008107,0.009389,0.010162,0.010824,0.011651
1196.03,0.000855,0.002114,0.003246,0.006031,0.006226,0.006572,0.005790,0.005577,0.006146,0.006601,0.006949,0.007376,0.008647,0.008337,0.009670,0.010466,0.011148,0.012000
1198.04,0.000837,0.002097,0.003230,0.006144,0.006386,0.006781,0.005986,0.005761,0.006349,0.006819,0.007170,0.007610,0.008933,0.008602,0.009990,0.010812,0.011516,0.012396
1200.05,0.000819,0.002080,0.003213,0.006259,0.006553,0.007007,0.006211,0.005976,0.006585,0.007073,0.007431,0.007888,0.009266,0.008916,0.010362,0.011214,0.011945,0.012858
1202.07,0.000798,0.002055,0.003184,0.006366,0.006720,0.007241,0.006448,0.006201,0.006834,0.007340,0.007705,0.008179,0.009615,0.009245,0.010753,0.011638,0.012396,0.013343
1203.95,0.000774,0.002023,0.003144,0.006469,0.006893,0.007498,0.006719,0.006461,0.007120,0.007647,0.008022,0.008515,0.010018,0.009625,0.011203,0.012124,0.012914,0.013901
1205.98,0.000749,0.001985,0.003096,0.006555,0.007056,0.007760,0.007019,0.006754,0.007442,0.007993,0.008386,0.008901,0.010472,0.010061,0.011711,0.012674,0.013500,0.014532
1208.02,0.000723,0.001944,0.003041,0.006639,0.007225,0.008040,0.007346,0.007073,0.007795,0.008372,0.008782,0.009322,0.010968,0.010537,0.012265,0.013274,0.014139,0.015219
1210.07,0.000696,0.001899,0.002981,0.006714,0.007393,0.008336,0.007711,0.007433,0.008191,0.008797,0.009231,0.009799,0.011525,0.011076,0.012888,0.013949,0.014857,0.015993
1211.97,0.000667,0.001845,0.002906,0.006757,0.007537,0.008628,0.008110,0.007834,0.008633,0.009272,0.009740,0.010339,0.012147,0.011686,0.013584,0.014701,0.015659,0.016856
1214.03,0.000637,0.001785,0.002821,0.006782,0.007670,0.008928,0.008550,0.008278,0.009123,0.009798,0.010308,0.010941,0.012836,0.012367,0.014355,0.015536,0.016548,0.017813
1215.95,0.000606,0.001719,0.002726,0.006777,0.007776,0.009217,0.009019,0.008761,0.009655,0.010369,0.010931,0.011604,0.013585,0.013116,0.015192,0.016442,0.017513,0.018852
1218.03,0.000574,0.001651,0.002626,0.006751,0.007865,0.009506,0.009534,0.009300,0.010248,0.011007,0.011636,0.012352,0.014420,0.013961,0.016126,0.017453,0.018590,0.020011
1219.96,0.000544,0.001580,0.002520,0.006683,0.007905,0.009757,0.010083,0.009891,0.010900,0.011707,0.012431,0.013195,0.015337,0.014915,0.017152,0.018563,0.019773,0.021284
1222.05,0.000510,0.001497,0.002394,0.006566,0.007897,0.009972,0.010648,0.010511,0.011583,0.012441,0.013273,0.014089,0.016299,0.015925,0.018228,0.019728,0.021013,0.022620
1223.99,0.000480,0.001420,0.002277,0.006422,0.007844,0.010138,0.011243,0.011191,0.012332,0.013245,0.014229,0.015104,0.017353,0.017072,0.019407,0.021004,0.022373,0.024083
1225.94,0.000447,0.001334,0.002143,0.006227,0.007729,0.010233,0.011813,0.011865,0.013075,0.014043,0.015199,0.016134,0.018399,0.018236,0.020576,0.022270,0.023721,0.025535
1228.05,0.000415,0.001246,0.002006,0.005989,0.007552,0.010249,0.012360,0.012543,0.013823,0.014846,0.016212,0.017209,0.019452,0.019452,0.021754,0.023545,0.025080,0.026998
1230.01,0.000384,0.001160,0.001871,0.005715,0.007309,0.010156,0.012821,0.013165,0.014508,0.015583,0.017196,0.018254,0.020417,0.020634,0.022834,0.024714,0.026326,0.028339
1231.98,0.000354,0.001074,0.001735,0.005402,0.006998,0.009939,0.013127,0.013647,0.015039,0.016153,0.018027,0.019136,0.021165,0.021631,0.023671,0.025620,0.027290,0.029379
1233.96,0.000326,0.000989,0.001598,0.005060,0.006634,0.009625,0.013325,0.014040,0.015473,0.016619,0.018782,0.019938,0.021777,0.022538,0.024356,0.026362,0.028081,0.030230
1235.94,0.000298,0.000906,0.001464,0.004698,0.006224,0.009208,0.013340,0.014251,0.015705,0.016869,0.019317,0.020506,0.022105,0.023181,0.024723,0.026760,0.028505,0.030687
1237.93,0.000272,0.000827,0.001338,0.004329,0.005781,0.008689,0.013112,0.014193,0.015642,0.016801,0.019492,0.020691,0.022017,0.023391,0.024625,0.026654,0.028393,0.030567
1239.93,0.000249,0.000753,0.001218,0.003959,0.005319,0.008104,0.012696,0.013920,0.015340,0.016477,0.019363,0.020555,0.021593,0.023237,0.024152,0.026142,0.027848,0.029980
1241.93,0.000226,0.000682,0.001102,0.003588,0.004843,0.007456,0.012063,0.013379,0.014745,0.015838,0.018836,0.019996,0.020756,0.022605,0.023216,0.025129,0.026769,0.028820
1243.94,0.000206,0.000617,0.000996,0.003233,0.004372,0.006776,0.011232,0.012577,0.013861,0.014888,0.017889,0.018990,0.019512,0.021469,0.021825,0.023624,0.025166,0.027094
1245.95,0.000186,0.000556,0.000897,0.002899,0.003923,0.006106,0.010310,0.011633,0.012821,0.013771,0.016686,0.017713,0.018049,0.020026,0.020188,0.021852,0.023279,0.025062
1247.97,0.000170,0.000502,0.000809,0.002590,0.003501,0.005455,0.009327,0.010588,0.011669,0.012533,0.015291,0.016232,0.016426,0.018352,0.018373,0.019888,0.021187,0.022810
1250.00,0.000154,0.000453,0.000729,0.002311,0.003117,0.004853,0.008355,0.009523,0.010495,0.011273,0.013821,0.014672,0.014775,0.016587,0.016526,0.017889,0.019057,0.020517
1252.03,0.000141,0.000411,0.000660,0.002062,0.002770,0.004297,0.007407,0.008462,0.009326,0.010017,0.012319,0.013077,0.013129,0.014785,0.014685,0.015895,0.016933,0.018231
1254.08,0.000128,0.000369,0.000592,0.001827,0.002443,0.003775,0.006495,0.007428,0.008186,0.008793,0.010831,0.011498,0.011524,0.012999,0.012890,0.013952,0.014863,0.016002
1255.97,0.000117,0.000335,0.000535,0.001627,0.002165,0.003326,0.005695,0.006513,0.007178,0.007710,0.009502,0.010088,0.010104,0.011405,0.011302,0.012234,0.013033,0.014031
1258.02,0.000108,0.000304,0.000485,0.001448,0.001915,0.002922,0.004959,0.005664,0.006242,0.006705,0.008258,0.008766,0.008787,0.009911,0.009828,0.010639,0.011333,0.012201
1259.92,0.000098,0.000275,0.000437,0.001289,0.001696,0.002572,0.004333,0.004942,0.005447,0.005850,0.007199,0.007643,0.007667,0.008640,0.008576,0.009283,0.009889,0.010646
1261.99,0.000090,0.000249,0.000396,0.001149,0.001504,0.002265,0.003776,0.004297,0.004736,0.005087,0.006249,0.006634,0.006667,0.007500,0.007457,0.008072,0.008599,0.009257
1264.06,0.000084,0.000229,0.000363,0.001032,0.001341,0.002000,0.003290,0.003733,0.004114,0.004419,0.005414,0.005747,0.005791,0.006498,0.006477,0.007011,0.007468,0.008041
1265.98,0.000076,0.000206,0.000327,0.000917,0.001185,0.001757,0.002861,0.003239,0.003569,0.003834,0.004688,0.004977,0.005024,0.005626,0.005620,0.006083,0.006480,0.006976
