wavenumber,thetaR_0,thetaR_1,thetaR_2,thetaR_3,thetaR_4,thetaR_5,thetaR_6,thetaR_7,thetaR_8,thetaR_9,thetaR_10,thetaR_11,thetaR_12,thetaR_13,thetaR_14,thetaR_15,thetaR_16,thetaR_17,thetaR_18,thetaR_19,thetaR_20,thetaR_21,thetaR_22,thetaR_23,thetaR_24,thetaR_25,thetaR_26,thetaR_27,thetaR_28,thetaR_29,thetaR_30
1979.8059790140567,15.16826442050554,15.734505654201435,16.322927315540678,16.933680610844476,17.56674720621825,18.221904340748946,18.898685789668264,19.596338729076273,20.31377676584046,21.049529680928387,21.80169080340414,22.56786339489772,23.345107984636126,24.129893248145088,24.91805374942625,25.704758627498745,26.484496037542453,27.251078755601398,27.99767668912637,28.71688193575193,29.400811311662782,30.041249747667873,30.62983549529691,31.158284675818088,31.61864849452018,32.003591807763236,32.30667728297827,32.52263592171677,32.647603052155574,32.67929970384488,32.617142832938185
1977.8481012658226,15.168117465492204,15.734273040174289,16.32261001870885,16.93328128975987,17.566270573771014,18.22135758723898,18.89807905813581,19.595685641916372,20.313094998691184,21.048841575734208,21.8010240072492,22.567251504559586,23.34459116879949,24.12951880995804,24.917876581932937,25.70484150411854,26.484909670280604,27.251901546652494,27.998994099053647,28.718785395980337,29.403396623236933,30.04461493436697,30.634078118468974,31.163498669946755,31.62492064303831,32.010998041193396,32.31527903636746,32.532476824188265,32.65870622770103,32.691665932552176,32.63074975555233
1975.8940920766647,15.169208476976472,15.735908191632918,16.324826145605147,16.936114584977727,17.56975579387352,18.225527082417987,18.902961604842012,19.60130505902279,20.319468531933712,21.055978041755807,21.80892169859624,22.57589587122327,23.353952311095505,24.139548842238153,24.928506956974886,25.715980423526723,26.49643974531939,27.26367791370854,28.010843229742676,28.730504867244267,29.414756119373347,30.05535873158616,30.64392924461889,31.17216483168229,31.632101869895507,32.01639581927621,32.318606512366316,32.533469481331466,32.65713230237998,32.68733578519677,32.623523452570794
1973.9439399921043,15.17111950796202,15.737889989519976,16.326885417743497,16.938258979476473,17.571994022412834,18.227869052055038,18.90541855691405,19.603889712121784,20.32219522449229,21.058862868011214,21.811982629574825,22.579152849935685,23.357427308424512,24.14326585718897,24.932491942294416,25.720261115564423,26.501045375925493,27.26863878261501,28.016190119023623,28.736268285898472,29.420965376460593,30.062040850954624,30.651107752700437,31.179858470787167,31.64032331048906,32.02515046242371,32.32789148385727,32.54327291814528,32.66743301767136,32.69810336977628,32.634718831810254
1971.9976336028396,15.171066233638674,15.737936010395693,16.327049621902844,16.93856288305858,17.57246204314618,18.228528788423056,18.906301065063463,19.605029769744643,20.323631567464435,21.06063838155884,21.81414447123705,22.581752476754435,23.3605203759214,24.14691195325224,24.936754115786005,25.72520515820334,26.506738817993714,27.275149569644753,28.02358494929926,28.74461060858861,29.430313078156335,30.072443693924583,30.662604669257487,31.192474860724463,31.654068526373628,32.040015692800026,32.34384824894296,32.56027236990449,32.685406183721405,32.71696240175608,32.65435922329836
1970.0551615445233,15.171066233638674,15.737936010395693,16.327049621902844,16.93856288305858,17.57246204314618,18.228528788423056,18.906301065063463,19.605029769744643,20.323631567464435,21.06063838155884,21.81414447123705,22.581752476754435,23.3605203759214,24.14691195325224,24.936754115786005,25.72520515820334,26.506738817993714,27.275149569644753,28.02358494929926,28.74461060858861,29.430313078156335,30.072443693924583,30.662604669257487,31.192474860724463,31.654068526373628,32.040015692800026,32.34384824894296,32.56027236990449,32.685406183721405,32.71696240175608,32.65435922329836
1968.1165124975396,15.171066233638674,15.737936010395693,16.327049621902844,16.93856288305858,17.57246204314618,18.228528788423056,18.906301065063463,19.605029769744643,20.323631567464435,21.06063838155884,21.81414447123705,22.581752476754435,23.3605203759214,24.14691195325224,24.936754115786005,25.72520515820334,26.506738817993714,27.275149569644753,28.02358494929926,28.74461060858861,29.430313078156335,30.072443693924583,30.662604669257487,31.192474860724463,31.654068526373628,32.040015692800026,32.34384824894296,32.56027236990449,32.685406183721405,32.71696240175608,32.65435922329836
1966.1816751867873,15.174720958103007,15.741825475497556,16.33120037668842,16.9430047193102,17.577228321363947,18.233656769895802,18.91183224022216,19.611010169352017,20.330112038811517,21.067674806708556,21.821797898550532,22.59008913065536,23.36961150346274,24.15683346014746,24.947585940036934,25.73703032751689,26.519642139382505,27.289215907781095,28.038897066266863,28.761246563351207,29.44834322030582,30.091927332648655,30.683586552416486,31.21498165516019,31.67810554094201,32.06556411976289,32.370863206393665,32.58868199910646,32.715111987103064,32.7478409040462,32.68626491256417
1963.8648860958365,15.174720958103007,15.741825475497556,16.33120037668842,16.9430047193102,17.577228321363947,18.233656769895802,18.91183224022216,19.611010169352017,20.330112038811517,21.067674806708556,21.821797898550532,22.59008913065536,23.36961150346274,24.15683346014746,24.947585940036934,25.73703032751689,26.519642139382505,27.289215907781095,28.038897066266863,28.761246563351207,29.44834322030582,30.091927332648655,30.683586552416486,31.21498165516019,31.67810554094201,32.06556411976289,32.370863206393665,32.58868199910646,32.715111987103064,32.7478409040462,32.68626491256417
1961.9383951343925,15.174720958103007,15.741825475497556,16.33120037668842,16.9430047193102,17.577228321363947,18.233656769895802,18.91183224022216,19.611010169352017,20.330112038811517,21.067674806708556,21.821797898550532,22.59008913065536,23.36961150346274,24.15683346014746,24.947585940036934,25.73703032751689,26.519642139382505,27.289215907781095,28.038897066266863,28.761246563351207,29.44834322030582,30.091927332648655,30.683586552416486,31.21498165516019,31.67810554094201,32.06556411976289,32.370863206393665,32.58868199910646,32.715111987103064,32.7478409040462,32.68626491256417
1960.015680125441,15.174536110148372,15.741502437371945,16.33073677789392,16.942400007019288,17.576484223846478,18.2327778301066,18.910826422831466,19.60988954208068,20.328893525402584,21.066381003977007,21.820457943458372,22.588739595055838,23.368297283940773,24.155608618322457,24.946514435138436,25.736186568744845,26.51911127180851,27.28909373426976,28.039289501727932,28.76226851982176,29.45011683546926,30.094579483729838,30.687245644083617,31.21977373393862,31.68414986603757,32.07296840316982,32.37971881165721,32.599059443407434,32.72705711103963,32.76137204744427,32.70137136063196
1958.0967299784609,15.177672326493296,15.745492010690493,16.335644722710406,16.948292476364482,17.583427650558118,18.240837835853632,18.920066460546575,19.62036923770109,20.340666687292817,21.079493274031766,21.834944073712798,22.60462034884558,23.385575982478016,24.174267383100723,24.966510214616935,25.75744708436473,26.54153107247993,27.312530607256317,28.063561546293762,28.78715224033014,29.475346642279053,30.119848990465897,30.712211105278982,31.24405986643449,31.70735813565734,32.094687640078796,32.39953776204966,32.61658060446912,32.74191097377616,32.773230733391145,32.70996061977626
1956.1815336463226,15.177672326493296,15.745492010690493,16.335644722710406,16.948292476364482,17.583427650558118,18.240837835853632,18.920066460546575,19.62036923770109,20.340666687292817,21.079493274031766,21.834944073712798,22.60462034884558,23.385575982478016,24.174267383100723,24.966510214616935,25.75744708436473,26.54153107247993,27.312530607256317,28.063561546293762,28.78715224033014,29.475346642279053,30.119848990465897,30.712211105278982,31.24405986643449,31.70735813565734,32.094687640078796,32.39953776204966,32.61658060446912,32.74191097377616,32.773230733391145,32.70996061977626
1953.8882375928094,15.177672326493296,15.745492010690493,16.335644722710406,16.948292476364482,17.583427650558118,18.240837835853632,18.920066460546575,19.62036923770109,20.340666687292817,21.079493274031766,21.834944073712798,22.60462034884558,23.385575982478016,24.174267383100723,24.966510214616935,25.75744708436473,26.54153107247993,27.312530607256317,28.063561546293762,28.78715224033014,29.475346642279053,30.119848990465897,30.712211105278982,31.24405986643449,31.70735813565734,32.094687640078796,32.39953776204966,32.61658060446912,32.74191097377616,32.773230733391145,32.70996061977626
1951.9812609798944,15.17743408612411,15.745214884071894,16.33534524137889,16.947991627961425,17.58315161915224,18.24061881878316,18.919943557259277,19.62038940075051,20.34088571863756,21.07997684082986,21.835768706722785,22.60587437329238,23.3873603159996,24.176696118699216,24.96971088943408,25.761560519285386,26.54671065553066,27.3189408888648,28.07137602083671,28.796550210595488,29.486509105829267,30.1329535523992,30.727426010712755,31.26153735391608,31.727227429644874,32.117048010607135,32.424452162096216,32.64407042873122,32.77195244931638,32.80575334592508,32.74484780690614
1950.0780031201248,15.178526454984894,15.746852341236723,16.337564878299986,16.95082992594422,17.58664365588282,18.244797297290127,18.924837635861014,19.626023304322025,20.347277115346795,21.08713497501613,21.843692288583167,22.614549240309866,23.39675690035094,24.18676677979868,24.9803872014906,25.772750639791482,26.55829694045773,27.33077796109369,28.083289535324184,28.808336586329645,29.49793650233259,30.14376434791527,30.737340981263667,31.270261650990193,31.734458309072547,32.12248408468362,32.42780375023451,32.64507039769557,32.77036679683901,32.80139072382823,32.73756722333404
1948.1784531463084,15.178526454984894,15.746852341236723,16.337564878299986,16.95082992594422,17.58664365588282,18.244797297290127,18.924837635861014,19.626023304322025,20.347277115346795,21.08713497501613,21.843692288583167,22.614549240309866,23.39675690035094,24.18676677979868,24.9803872014906,25.772750639791482,26.55829694045773,27.33077796109369,28.083289535324184,28.808336586329645,29.49793650233259,30.14376434791527,30.737340981263667,31.270261650990193,31.734458309072547,32.12248408468362,32.42780375023451,32.64507039769557,32.77036679683901,32.80139072382823,32.73756722333404
1945.9038723487056,15.178194360389364,15.74629611955237,16.336783056728684,16.949824532157177,17.585421057444,18.243369163648893,18.92322202762736,19.624245889959592,20.34537250883291,21.08514817898619,21.841680215575856,22.612582269623594,23.39492040955847,24.18516256832519,24.97913469953463,25.77198777069131,26.55818048078169,27.3314832238331,28.085009192399475,28.811278453054918,29.502320134884926,30.149816360992627,30.74528908049128,31.28032749240398,31.74684943887272,32.13738536136379,32.445368785740484,32.665413647618955,32.79355695612221,32.82744602670148,32.76645310186113
