wavenumber,thetaR_0,thetaR_1,thetaR_2,thetaR_3,thetaR_4,thetaR_5,thetaR_6,thetaR_7,thetaR_8,thetaR_9,thetaR_10,thetaR_11,thetaR_12,thetaR_13,thetaR_14,thetaR_15,thetaR_16,thetaR_17,thetaR_18,thetaR_19,thetaR_20,thetaR_21,thetaR_22,thetaR_23,thetaR_24,thetaR_25,thetaR_26,thetaR_27,thetaR_28,thetaR_29,thetaR_30
2000.0,21.36212207592844,22.179211568183213,23.030854615482816,23.917720984683122,24.84029071609583,25.798805771000644,26.79321399069746,27.82310467002143,28.887635149963447,29.985448018723197,31.114578809796235,32.27235454037953,33.45528409508606,34.65894239199882,35.87785154449154,37.10536393267604,38.33355429537032,39.55313068652175,40.75337736879702,41.922146247357404,43.04591682653024,44.10994707075825,45.09853766902836,45.99542830170876,46.78433471306168,47.44961838556504,47.9770567454226,48.35465430485436,48.573410514703475,48.62794711599631,48.51690424003243
1998.0019980019981,21.36212207592844,22.179211568183213,23.030854615482816,23.917720984683122,24.84029071609583,25.798805771000644,26.79321399069746,27.82310467002143,28.887635149963447,29.985448018723197,31.114578809796235,32.27235454037953,33.45528409508606,34.65894239199882,35.87785154449154,37.10536393267604,38.33355429537032,39.55313068652175,40.75337736879702,41.922146247357404,43.04591682653024,44.10994707075825,45.09853766902836,45.99542830170876,46.78433471306168,47.44961838556504,47.9770567454226,48.35465430485436,48.573410514703475,48.62794711599631,48.51690424003243
1996.0079840319365,21.361855724750566,22.178744795077897,23.030182688719773,23.916841592599557,24.839204650554258,25.79751773323868,26.791733532960446,27.82144728516889,28.885823518670005,29.98351341939682,31.112562689197212,32.270310232249564,33.45327865880737,34.65705852215918,35.87618947392852,37.10404321496216,38.3327153071965,39.552935636752416,40.754010542234816,41.923813154592324,43.04884188959811,44.11436946794873,45.10470501842076,46.003588012390466,46.794723099138466,47.46244802097848,47.992502993783816,48.37284238916811,48.5944047544173,48.651743912476675,48.5434299670262
1994.0179461615155,21.363352325680776,22.18117625530454,23.03363611586743,23.92140872066753,24.844981405464846,25.80460358165858,26.80023056506717,27.83145897482511,28.897453097299646,29.99686179329976,31.127725824971296,32.28737593271804,33.472322654277285,34.67813981165351,35.899344871951754,37.12928109630245,38.36000860145496,39.58221421295049,40.7851532492443,41.956639950308194,43.08310669947366,44.14975464779227,45.14081852252385,46.039964523567704,46.83083037134414,47.49769941383327,48.0262765619811,48.40450593041513,48.6233450554484,48.67739734770285,48.56531095605151
1992.0318725099603,21.366374795992563,22.184509574206768,23.037296210087202,23.925410742984177,24.84933928974066,25.809329501666348,26.805334283353837,27.83694706751406,28.903328041110647,30.003120902517416,31.13436002910809,32.29436839083868,33.47964721020434,34.68575930659061,35.907209348663,37.13732595321773,38.36815278719361,39.59035859254978,40.79317932240664,41.964409156438016,43.09046059737871,44.15651629713876,45.14679539994832,46.04495325316629,46.83462341050432,47.50009359460539,48.02708305536945,48.403560827884675,48.62051944476545,48.67260561723132,48.55851618513668
1990.049751243781,21.37041450585966,22.188168968729315,23.040534936157737,23.9281869652653,24.85161011977623,25.811051574564363,26.806464510905865,27.837443599614947,28.903151469751137,30.002235743931802,31.1327365191486,32.29198462532149,33.47649165448199,34.68183368518197,35.902531904165485,37.131935031220536,38.36211065748358,39.58375535366928,40.78613665478015,41.957083589772935,43.08304584716288,44.14924411786302,45.139934326425234,46.03880459674628,46.829513994083136,47.496364994348234,48.025077583671624,48.40360509718347,48.622906973382534,48.67758039232421,48.56625919956026
1988.0715705765408,21.370283181463968,22.188105101364545,23.040561494155718,23.92833123202309,24.85190434020656,25.811533671578477,26.807178871197817,27.83844192428389,28.904493680004833,30.00399092480785,31.134983874335344,32.29481440315516,33.480005988416764,34.68614727092051,35.907772409899636,37.13824310733169,38.369639378924006,39.592668895238646,40.796607972567806,41.96929087098875,43.097167509944576,44.165452211292006,45.158386319302096,46.059633766721596,46.85281893448036,47.52219911070102,48.0534397793577,48.434433033530475,48.65607421358742,48.71289832947845,48.60348396334604
1986.0973187686195,21.370071082230655,22.187768391703944,23.040100739837122,23.927749343014902,24.85120713919741,25.810730556950816,26.806283583467476,27.837473423618455,28.90347713985469,30.00295884247486,31.13397729289404,32.293884229824,33.47921438141261,34.68556904907983,35.90749641596705,37.13837342603967,38.3702962746077,39.593989291696126,40.798745253230315,41.972413736596174,43.10145760496042,44.17110023612458,45.16558640511826,46.06857602680769,46.86368033701728,47.53513313755724,48.06856570242415,48.45182596806607,48.6757572790218,48.73483815268771,48.627590354445374
1984.126984126984,21.37164573595068,22.190135288383434,23.043318847985073,23.931878038834434,24.856305243497243,25.816855113512368,26.813488334623287,27.845806935494455,28.912980527821755,30.013663047759128,31.145899865274416,32.3070255806161,33.493553487778094,34.70105861804745,35.92405755805641,37.15588994831595,38.38860878589349,39.61288942241823,40.817970430479704,41.99164311753378,43.1203099449652,44.18913462287521,45.182306876543784,46.08344103892485,46.87611777531485,47.54456100639186,48.07441777397612,48.453580627316995,48.67296679709004,48.72715498221311,48.61478706593464
1982.1605550049555,21.37164573595068,22.190135288383434,23.043318847985073,23.931878038834434,24.856305243497243,25.816855113512368,26.813488334623287,27.845806935494455,28.912980527821755,30.013663047759128,31.145899865274416,32.3070255806161,33.493553487778094,34.70105861804745,35.92405755805641,37.15588994831595,38.38860878589349,39.61288942241823,40.817970430479704,41.99164311753378,43.1203099449652,44.18913462287521,45.182306876543784,46.08344103892485,46.87611777531485,47.54456100639186,48.07441777397612,48.453580627316995,48.67296679709004,48.72715498221311,48.61478706593464
